Geo,Year,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4
48157672703,2019,0.546039797,0.804003827,1.286819212,1.344090102
48157672801,2019,0.283910799,0.323823723,0.606895925,0.677198605
48157672802,2019,0.170966201,0.217428802,0.35767581,0.37701361
48157672901,2019,0.476969263,1.605135878,1.971462317,1.290623956
48157672902,2019,0.272646953,0.457199053,1.674310408,1.591445458
48157672903,2019,0.108116745,0.241577763,0.828976905,0.782562924
48157672904,2019,0.207772869,0.740353521,0.959722055,0.658385092
48157672905,2019,0.075174424,0.253690205,0.331000596,0.236785828
48157672906,2019,0.073197492,0.139483462,0.477180799,0.43965925
48157672907,2019,0.140974262,0.403928228,0.759403916,0.62165796
48157673004,2019,0.077206188,0.162001366,0.427401303,1.312255224
48157673005,2019,0.122897525,0.254063033,0.645961209,1.91799467
48157673006,2019,0.129629806,0.292398282,0.633605882,1.979932063
48157673007,2019,0.046328897,0.127336726,0.258204695,0.655480634
48157673008,2019,0.09319716,0.114776895,0.552701713,1.66257128
48157673009,2019,0.042541518,0.077318939,0.247700484,0.831136205
48157673010,2019,0.043859179,0.083999426,0.262407132,0.907225446
48157673103,2019,0.173113205,0.182820126,0.698027709,0.993854917
48157673104,2019,0.20374123,0.294553787,0.790367538,1.710930642
48157673105,2019,0.050873604,0.075225723,0.35278637,0.737200334
48157673106,2019,0.207321795,0.320768491,0.717498563,1.703504313
48157673107,2019,0.187879429,0.260103638,0.747809093,1.848539564
48157673108,2019,1.205473309,1.579504666,2.326678994,3.471332514
48157673109,2019,0.066854816,0.122320595,0.574893484,1.224740893
48157673110,2019,0.070309458,0.180953697,0.515434014,1.260034817
48157673111,2019,0.047677005,0.060276311,0.265129867,0.63291887
48157673112,2019,0.203599794,0.278475127,1.099139175,2.302521585
48157673113,2019,0.206430366,0.253783447,0.903924079,2.080124751
48157673201,2019,0.800060721,1.132938153,1.185250426,1.822838036
48157673202,2019,3.620712533,4.291606575,3.344848329,5.836708841
48157673300,2019,2.78589157,3.636178341,2.992103889,4.600352658
48157673401,2019,0.702003648,0.813693224,1.246039338,2.258639949
48157673402,2019,0.824439997,0.932765448,0.871966178,1.366087687
48157673403,2019,0.145199984,0.24839532,0.890818067,0.726143296
48157673404,2019,0.70822782,1.026901526,2.576921748,3.742289627
48157673501,2019,0.155897563,0.215363008,0.569030274,0.73448098
48157673502,2019,0.037015956,0.057300258,0.085524096,0.188539895
48157673600,2019,0.089947711,0.125329,0.236303854,0.552978761
48157673700,2019,0.108212391,0.255621817,0.460503826,0.251828471
48157673801,2019,0.307083012,0.727837331,0.661912475,1.479032999
48157673802,2019,0.105116076,0.144548306,0.283246082,0.367755698
48157673902,2019,0.322653328,0.49284839,1.44231263,4.559902034
48157673903,2019,0.046729294,0.046725129,0.2376497,0.766192222
48157673904,2019,0.042722044,0.061129494,0.200565481,0.668464706
48157674001,2019,0.176903221,0.286587656,0.552723229,1.054632695
48157674002,2019,0.670793279,0.829866293,1.492648695,2.023455106
48157674100,2019,0.441989443,0.487245926,1.270894885,2.284653731
48157674200,2019,0.510698397,0.851031982,1.638378907,2.941154031
48157674301,2019,0.122740158,0.221452981,0.530795082,2.017994574
48157674302,2019,0.21434672,0.302266208,1.11018667,2.483014099
48157674401,2019,0.362115175,0.618573637,1.951906005,3.870129306
48157674402,2019,0.120740158,0.197042942,0.667060511,1.544312635
48157674403,2019,0.163515789,0.431583495,1.18121255,1.570473724
48157674404,2019,0.259185589,0.573659431,1.748549262,2.6646614
48157674503,2019,0.162479369,0.172015685,0.711268436,1.260242258
48157674504,2019,0.095082335,0.102078609,0.41887439,0.821192053
48157674505,2019,0.071102917,0.091726072,0.347723833,0.659176715
48157674506,2019,0.557061468,0.824639683,2.505146325,4.130954
48157674507,2019,0.969876415,0.88912488,3.080522293,5.546065204
48157674508,2019,0.418791798,0.400938889,1.643720536,2.847349556
48157674601,2019,0.091863248,0.325302655,0.709062276,0.878764594
48157674602,2019,0.206649903,1.01202751,2.077081886,2.721048903
48157674603,2019,0.035102368,0.117435529,0.27246991,0.37224376
48157674604,2019,0.147269846,0.672065234,1.178216755,1.255640707
48157674701,2019,0.236924493,0.328057614,0.648974947,0.757864573
48157674702,2019,1.349505714,1.720792818,2.901659165,2.874262874
48157674800,2019,1.922962194,2.038214535,1.856719793,1.189622213
48157674900,2019,0.411728672,0.433055875,0.42083663,0.722373328
48157675000,2019,1.227517552,1.422842125,1.504255664,0.944496491
48157675101,2019,1.146404791,1.737006246,1.846156768,1.204582608
48157675102,2019,0.606702489,0.560399527,0.574696268,0.247840101
48157675200,2019,2.113683159,3.088692573,2.868808056,0.865230238
48157675300,2019,1.669889865,2.174304841,2.987955351,1.230136862
48157675401,2019,1.64365326,1.865924698,2.809260767,0.851084897
48157675402,2019,2.374991584,2.807228725,3.998467817,1.76333176
48157675501,2019,0.903980179,1.361225157,1.799959418,1.66894897
48157675502,2019,0.967121082,2.024164542,2.201845338,2.174918535
48157675503,2019,2.035741078,3.690806155,4.663639208,3.390682987
48157675600,2019,2.52543898,4.401792609,4.521752717,4.823434877
48157675701,2019,2.071553457,2.75345855,3.02953039,1.620846906
48157675702,2019,0.847751312,0.648407011,0.874522399,0.318896852
48157675800,2019,3.922874939,3.816114775,5.691622716,2.111195428
48167720100,2019,0.251426762,0.354117748,0.600709915,0.804721168
48167720200,2019,0.483621092,0.398181143,0.709775474,0.860279887
48167720301,2019,0.305309603,0.257605317,0.360592976,0.497967161
48167720302,2019,0.541011546,0.552444715,0.866386212,1.032201303
48167720400,2019,0.154561046,0.186087867,0.712308537,1.046020994
48167720501,2019,0.26147961,0.378863942,0.73416138,0.749671575
48167720504,2019,0.05102189,0.060346029,0.330670434,0.481284066
48167720505,2019,0.079298941,0.095134895,0.356243897,0.568222893
48167720506,2019,0.084513195,0.123607265,0.315581319,0.440321291
48167720507,2019,0.109795492,0.163324498,0.508854524,0.790935582
48167720508,2019,0.032767439,0.06074805,0.122230473,0.147330034
48167720509,2019,0.043666423,0.089166964,0.161835266,0.164842085
48167720510,2019,0.051241688,0.10429002,0.189340546,0.192893946
48167720511,2019,0.058173351,0.052740172,0.221669778,0.307294092
48167720512,2019,0.031886975,0.02925142,0.121643444,0.168528725
48167720601,2019,0.326136579,0.406159804,1.013744924,1.21146264
48167720602,2019,0.215220278,0.174840547,0.736910688,0.938896892
48167720603,2019,0.089108703,0.109547007,0.411597348,0.582791811
48167720604,2019,0.218778866,0.222238147,0.848088092,1.06189172
48167720605,2019,0.580424156,1.08385825,2.28995416,2.497819348
48167720701,2019,0.693808403,1.057738224,1.126214389,0.83908156
48167720702,2019,0.57666148,0.614328673,0.840307978,0.643541245
48167720703,2019,0.171743619,0.159599387,0.261618902,0.196702088
48167720800,2019,0.428494621,0.426157104,0.693977191,0.496329048
48167720900,2019,0.98194953,1.165142582,1.486470784,1.272699033
48167721000,2019,0.537970044,0.692464591,1.420219451,0.693137146
48167721101,2019,0.699755146,0.59261218,0.864266948,0.803688191
48167721102,2019,0.41371834,0.575309791,0.612371811,0.397945897
48167721103,2019,1.332621759,1.518800954,1.365985268,0.794876196
48167721203,2019,0.226148025,0.291540618,0.356555125,0.327466114
48167721204,2019,0.287406547,0.413925657,0.622277034,0.559538992
48167721205,2019,0.051576309,0.123211701,0.271576207,0.368689707
48167721206,2019,0.058689589,0.156660593,0.347303935,0.472449636
48167721207,2019,0.098804244,0.290062303,0.501263726,0.737308432
48167721208,2019,0.108873507,0.234663129,0.455915198,0.664089871
48167721209,2019,0.483758023,0.542505333,0.7419096,0.61898033
48167721210,2019,0.115548575,0.173900083,0.184643402,0.117227107
48167721211,2019,0.182706149,0.274167958,0.292026621,0.180574332
48167721301,2019,0.408560635,0.422529084,0.533169765,0.417262754
48167721302,2019,0.086990734,0.189889628,0.322062669,0.271380087
48167721401,2019,0.084320333,0.200413805,0.363705516,0.378611694
48167721402,2019,0.044240913,0.123475776,0.253098256,0.272543489
48167721403,2019,0.089825526,0.232371847,0.438222294,0.521273884
48167721501,2019,0.062970181,0.160484818,0.259022169,0.242440282
48167721502,2019,0.115465725,0.279740729,0.423059248,0.418901068
48167721503,2019,0.11168541,0.276981762,0.422368642,0.423569674
48167721600,2019,0.511605707,0.529895658,0.581623614,0.429834524
48167721701,2019,0.154110134,0.178861658,0.187612442,0.145552966
48167721702,2019,0.116873174,0.135929813,0.14239773,0.111622117
48167721703,2019,0.570514368,0.873076302,0.858009812,0.523235908
48167721800,2019,1.811280969,1.484768171,1.525864678,0.961990434
48167721901,2019,0.674045903,0.720420514,1.470588427,0.716408634
48167721902,2019,3.031960924,2.51534478,4.112887183,1.894549165
48167722001,2019,0.43219146,0.607434199,1.075795995,0.655023963
48167722002,2019,0.234565001,0.216554021,0.355108071,0.173571183
48167722100,2019,0.887545549,0.869624133,1.264495571,0.594570957
48167722200,2019,0.963259275,0.769364168,0.860739046,0.279539665
48167722300,2019,1.60392629,1.422624816,1.534812186,0.547971032
48167722600,2019,1.513840685,1.103601505,1.049435294,0.301486814
48167722700,2019,1.059011797,0.863230445,0.907737802,0.209159722
48167722800,2019,0.803662944,0.531288773,0.539524146,0.142472798
48167722900,2019,0.323097198,0.293607305,0.281850764,0.113019142
48167723000,2019,0.651131131,0.596892737,0.551541883,0.169246668
48167723100,2019,0.642389495,0.598277994,0.610516841,0.174010235
48167723200,2019,1.012536272,2.163579202,1.501630259,1.374863995
48167723300,2019,1.836681803,2.741563963,3.572155723,2.9588626
48167723401,2019,0.678031355,0.866632228,1.061904396,1.026510967
48167723402,2019,0.743568514,1.011775511,1.282916334,1.270644211
48167723403,2019,0.506050541,0.707186124,0.951576611,0.904161978
48167723501,2019,0.64642895,0.779802347,1.341970586,1.132722444
48167723503,2019,0.664101218,1.0082713,1.630757861,1.304215961
48167723504,2019,0.554194743,0.948006191,1.475242509,1.2224232
48167723505,2019,1.123634093,1.485757285,2.459162199,2.235039769
48167723600,2019,2.505942375,2.834809091,3.838242711,2.806241505
48167723700,2019,0.514137883,0.636291978,0.687825156,0.591293653
48167723800,2019,1.102067461,2.187261673,1.135681016,0.71398132
48167723900,2019,3.68867805,2.715214495,1.614776779,0.871899815
48167724000,2019,2.743048991,1.446897318,2.5982779,0.806760265
48167724101,2019,3.857520584,2.711504877,3.460744251,1.140305336
48167724200,2019,1.589400241,1.059548047,0.897387893,0.412995437
48167724300,2019,4.281031908,3.107084032,1.955145223,0.816115963
48167724400,2019,4.052896928,2.941730977,2.278160582,0.849407642
48167724500,2019,5.490947283,3.798045792,2.345294791,1.099761559
48167724600,2019,1.254013845,0.8919792,0.807703109,0.421420734
48167724700,2019,1.767027379,1.26181296,1.033185998,0.48594323
48167724800,2019,2.407059496,2.173289359,1.80110587,0.858355599
48167724900,2019,1.272938386,0.844703803,0.837729482,0.33142951
48167725000,2019,1.983656553,1.448970422,1.254794963,0.573109191
48167725100,2019,2.772155231,1.772319637,1.462940455,0.824797923
48167725200,2019,1.489907907,1.198845305,1.029596659,0.41857178
48167725300,2019,1.462833589,1.076511772,0.962525285,0.511224022
48167725400,2019,1.61463939,1.28848154,1.093664052,0.459957246
48167725500,2019,1.370937071,1.116843801,0.563095232,0.224491739
48167725600,2019,2.743965945,2.171288914,1.84103512,1.138154551
48167725700,2019,0.540216677,0.535253503,0.579332546,0.373919802
48167725800,2019,1.731854128,2.248883682,2.210943393,1.657020766
48167725900,2019,0.612195617,0.717836002,0.661981523,0.466567296
48167726000,2019,1.210419917,1.532023624,2.693307091,1.969296341
48167726101,2019,0.774497806,1.888672798,1.18481312,0.665493081
48167726102,2019,0.639337983,0.826560642,0.825808833,0.704798708
48167726200,2019,1.919869275,1.557575999,1.179397148,0.239917008
48167990000,2019,3.16834E-05,2.64078E-05,1.05691E-05,1.05699E-05
48167990100,2019,0.152987595,0.162544812,0.213121188,0.114487012
48201100001,2019,8.896222355,4.313550051,6.231615807,4.178598516
48201210400,2019,1.479053022,0.790267417,0.607115191,0.218710005
48201210500,2019,1.397942214,0.849816181,0.699767918,0.235376899
48201210600,2019,2.11361422,1.267591236,1.116358196,0.263120301
48201210700,2019,0.446504118,0.273990192,0.239996589,0.068389818
48201210800,2019,2.664815919,1.38376588,1.549375623,0.512283983
48201210900,2019,0.726274319,0.425080169,0.25123552,0.05593746
48201211000,2019,0.733966491,0.348140468,0.234434866,0.033112231
48201211101,2019,0.826547131,0.482098744,0.266113893,0.049212073
48201211102,2019,0.711326472,0.347224816,0.220471521,0.047944689
48201211200,2019,1.067349676,0.513515891,0.302026159,0.059480631
48201211301,2019,1.196498867,0.613007847,0.307177332,0.053522532
48201211302,2019,1.229730692,0.590302266,0.343102473,0.068201798
48201211400,2019,2.25734237,1.624397663,0.94824323,0.324172963
48201211501,2019,1.288834118,0.983445109,0.736218896,0.256340272
48201211502,2019,1.433155596,1.372182115,0.776604727,0.228103812
48201211600,2019,0.975713007,0.719360998,0.346731844,0.034059854
48201211700,2019,3.107751297,1.639865447,1.056745351,0.194852322
48201211900,2019,0.491241802,0.289915403,0.164615661,0.031431418
48201212300,2019,3.967528226,1.612813374,1.825372146,1.15767014
48201212400,2019,2.024802856,1.204766375,0.464102202,0.090317722
48201212500,2019,1.385277687,0.890378393,0.547370061,0.185360262
48201220100,2019,1.700853821,0.933342166,0.725676933,0.348515176
48201220200,2019,1.062036874,0.826388743,0.876462431,0.296734503
48201220300,2019,0.754219074,0.600815836,0.542007531,0.091506536
48201220400,2019,0.68861987,0.7221579,0.477597409,0.098730151
48201220500,2019,2.185390974,1.017797933,0.682145522,0.151636372
48201220600,2019,0.679679811,0.602582052,0.555474626,0.101391601
48201220701,2019,0.626105939,0.448070673,0.29760269,0.045820949
48201220702,2019,1.219068364,1.015045694,0.337833081,0.075056991
48201220800,2019,1.181223351,0.602447385,0.328048002,0.064290886
48201220900,2019,0.92588439,0.627334206,0.33625875,0.076634418
48201221000,2019,0.681349491,0.818137869,0.364405876,0.08020428
48201221100,2019,0.611710899,0.862023171,0.456948461,0.132120364
48201221200,2019,0.654257198,0.744316034,0.485479829,0.098829032
48201221301,2019,0.673883324,0.734039542,0.498414476,0.099835983
48201221302,2019,0.304235277,0.368419022,0.233466719,0.053678936
48201221400,2019,0.347913716,0.393024232,0.22989644,0.062729707
48201221501,2019,0.465840379,0.499656787,0.32144764,0.071739704
48201221502,2019,0.247713146,0.226998198,0.147524362,0.021488879
48201221601,2019,0.25380662,0.304238795,0.255716281,0.054541286
48201221602,2019,0.609913242,0.747548642,0.586555107,0.105728348
48201221701,2019,0.429184427,0.480077454,0.484130572,0.111590188
48201221702,2019,0.21834419,0.278901431,0.22606386,0.046895568
48201221800,2019,0.594459586,0.860074547,0.453386658,0.09364753
48201221900,2019,0.608969746,0.868022019,0.458560826,0.097213997
48201222000,2019,0.444062968,0.589086285,0.276849189,0.070148155
48201222100,2019,0.771185032,1.003751356,0.539874452,0.135381932
48201222200,2019,0.580912952,0.857909077,0.746762786,0.157221943
48201222300,2019,0.790071216,0.994911779,0.801052243,0.182774097
48201222401,2019,0.808916367,1.014439017,0.858158794,0.168860236
48201222402,2019,0.461248227,0.452711683,0.344729598,0.077140509
48201222501,2019,0.327732224,0.312985181,0.162295766,0.043016973
48201222502,2019,0.46013161,0.464977491,0.304677522,0.065093477
48201222504,2019,0.076664522,0.070577062,0.041286361,0.008887273
48201222505,2019,0.504506474,0.477219969,0.229957397,0.076831578
48201222601,2019,0.409986914,0.334702537,0.218151514,0.044748135
48201222602,2019,0.412919886,0.35576801,0.196952344,0.039419265
48201222701,2019,0.281382535,0.262283433,0.450817076,0.256227868
48201222702,2019,1.479135061,1.076189057,0.712743557,0.241266623
48201222800,2019,0.300374407,0.351446515,0.291450364,0.063911227
48201222900,2019,0.653278403,0.637952481,0.552275775,0.159910445
48201223001,2019,0.249797221,0.843759471,0.827862757,0.056328446
48201223002,2019,0.275672801,0.32307379,0.341968055,0.058051087
48201223100,2019,0.930713458,1.050811093,0.634245654,0.479806088
48201230100,2019,0.793403701,0.406358925,0.276237966,0.053132455
48201230200,2019,2.62470559,1.615919065,1.036788898,0.2557665
48201230300,2019,0.847404673,0.498849211,0.319891082,0.075807805
48201230400,2019,2.49433946,1.350903134,0.840326712,0.171565406
48201230500,2019,2.362966938,1.485878932,0.967942138,0.259643233
48201230600,2019,0.806530925,0.51084117,0.292774566,0.05817467
48201230700,2019,1.131673556,0.816505327,0.586936694,0.171427566
48201230800,2019,0.29756514,0.203887415,0.147070032,0.032105172
48201230900,2019,0.882904348,0.688950478,0.453425104,0.072117415
48201231000,2019,0.555606897,0.37317285,0.301441945,0.049709639
48201231100,2019,1.599927404,0.903802131,0.521480496,0.064564798
48201231200,2019,1.755807785,1.507591456,1.449663643,0.329065614
48201231300,2019,1.064480896,0.983377253,0.669159378,0.140529018
48201231400,2019,0.575058506,0.572584217,0.366198303,0.069660946
48201231500,2019,0.222201903,0.217356984,0.14565684,0.026951315
48201231600,2019,0.32168271,0.367185904,0.310170685,0.054449548
48201231700,2019,0.738625362,1.174667689,0.97863482,0.163420151
48201231800,2019,0.917211471,1.009545846,0.97868434,0.13536061
48201231900,2019,1.083581519,1.596796061,1.347050093,0.184490833
48201232000,2019,1.497498666,1.750839832,2.061165376,1.33216879
48201232100,2019,0.609553209,0.778652085,1.02718835,0.702744117
48201232201,2019,0.537612759,0.523438332,0.767572296,0.412926839
48201232202,2019,0.445910776,0.426969277,0.460725637,0.257329621
48201232203,2019,0.301795729,0.315129519,0.394575281,0.206932533
48201232303,2019,1.115216104,1.052893356,1.850098039,0.55081829
48201232304,2019,1.021396736,1.298085611,1.904979681,0.735485535
48201232305,2019,0.499597085,0.745947855,0.740736838,0.377099786
48201232306,2019,0.270321162,0.249550692,0.313700207,0.145118572
48201232402,2019,0.071369867,0.098169503,0.105439389,0.033195567
48201232403,2019,0.25111444,0.268016496,0.308840706,0.116809837
48201232404,2019,0.344079907,0.46891738,0.548783243,0.195911841
48201232405,2019,0.924015394,1.288706925,1.311145503,0.450855207
48201232500,2019,2.127547616,1.880968933,1.547608208,0.472850071
48201232600,2019,0.884613197,1.120184824,0.896801145,0.260446604
48201232701,2019,0.839514691,0.874143142,0.801412058,0.183827928
48201232703,2019,0.107064495,0.095699749,0.090361712,0.021365205
48201232704,2019,0.648634963,0.480491852,0.617258509,0.1763846
48201232801,2019,0.156752024,0.201115607,0.241023132,0.098186776
48201232802,2019,0.278760267,0.293641423,0.273822022,0.073445486
48201232901,2019,0.225269148,0.268532291,0.296493294,0.110351433
48201232902,2019,0.071972109,0.097579012,0.113395381,0.043141728
48201233001,2019,0.077659002,0.092707897,0.089456601,0.038695133
48201233002,2019,0.139016013,0.157009572,0.137279608,0.064006761
48201233003,2019,0.082224582,0.093020914,0.08151654,0.037946915
48201233101,2019,0.204134496,0.261776934,0.270275764,0.124538163
48201233103,2019,0.201850417,0.260744782,0.270005959,0.12734547
48201233104,2019,0.084527784,0.101590305,0.095155171,0.043224035
