Geo,Year,UrbanArea,TownArea,RuralArea
323,2019,31.744,0,0
324,2019,69.528,0,0
325,2019,14.123,0,0
326,2019,56.813,0,0
327,2019,36.052,0,0
328,2019,26.404,0,0
329,2019,23.315,0,0
330,2019,52.756,0,0
331,2019,44.572,0,0
332,2019,52.332,0,0
333,2019,47.947,0,0
334,2019,99.051,0,0
335,2019,63.449,0,0
336,2019,38.167,0,0
337,2019,55.507,0,0
338,2019,20.121,0,0
339,2019,59.069,0,0
340,2019,34.856,0,0
341,2019,59.108,0,0
342,2019,25.141,0,0
343,2019,27.94,0,0
344,2019,66.652,0,0
345,2019,69.742,0,0
347,2019,98.267,0,0
348,2019,12.308,0,0
349,2019,53.078,0,0
350,2019,46.795,0,0
351,2019,14.967,0,0
352,2019,40.046,0,0
353,2019,16.218,0,0
354,2019,46.209,0,0
355,2019,44.886,0,0
356,2019,63.45,0,0
357,2019,70.261,0,0
358,2019,48.456,0,0
359,2019,71.76,0,0
360,2019,23.025,0,0
361,2019,72.11,0,0
362,2019,21.722,0,0
363,2019,243.749,0,0
364,2019,305.282,0,0
365,2019,58.376,0,0
366,2019,87.087,0,0
367,2019,102.396,0,0
368,2019,67.087,0,0
369,2019,126.099,0,0
370,2019,133.435,0,0
371,2019,84.437,0,0
373,2019,78.184,0,0
374,2019,39.543,0,0
375,2019,31.81,0,0
376,2019,17.206,0,0
378,2019,43.802,0,0
379,2019,73.275,0,0
380,2019,138.688,0,0
381,2019,40.488,0,0
382,2019,101.728,0,0
383,2019,111.674,0,0
384,2019,79.091,0,0
385,2019,60.19,0,0
386,2019,1.405,0,0
387,2019,88.08,0,0
388,2019,86.218,0,0
389,2019,43.615,0,0
390,2019,48.92,0,0
391,2019,98.118,0,0
392,2019,52.802,0,0
393,2019,76.555,0,0
394,2019,85.722,0,0
395,2019,78.732,0,0
396,2019,90.252,0,0
397,2019,75.513,0,0
398,2019,11.293,0,0
399,2019,158.489,0,0
400,2019,70.58,0,0
401,2019,54.388,0,0
402,2019,89.352,0,0
403,2019,64.564,0,0
404,2019,17.304,0,0
405,2019,152.111,0,0
406,2019,41.874,0,0
407,2019,73.313,0,0
408,2019,76.071,0,0
409,2019,74.384,0,0
410,2019,75.561,0,0
411,2019,159.045,0,0
412,2019,156.346,0,0
413,2019,136.867,0,0
414,2019,278.491,0,0
415,2019,236.12,0,0
416,2019,40.674,0,0
417,2019,105.654,0,0
418,2019,155.357,0,0
419,2019,89.775,0,0
420,2019,39.19,0,0
422,2019,53.493,0,0
423,2019,194.919,0,0
424,2019,171.53,0,0
425,2019,95.369,0,0
426,2019,146.36,0,0
427,2019,66.338,0,0
428,2019,38.889,0,0
429,2019,78.053,0,0
430,2019,200.609,0,0
431,2019,82.725,0,0
432,2019,206.089,0,0
433,2019,140.327,0,0
434,2019,154.076,0,0
435,2019,104.198,0,0
436,2019,107.986,0,0
437,2019,322.073,0,0
438,2019,232.606,0,0
439,2019,73.266,0,0
440,2019,72.986,0,0
441,2019,116.224,0,0
442,2019,174.243,0,0
443,2019,133.597,0,0
444,2019,38.377,0,0
445,2019,52.024,0,0
447,2019,7.87,0,0
449,2019,41.07,0,0
450,2019,64.795,0,0
451,2019,37.261,0,0
452,2019,43.259,0,0
453,2019,53.7,0,0
454,2019,72.664,0,0
455,2019,46.195,0,0
456,2019,63.622,0,0
457,2019,133.846,0,0
458,2019,211.323,0,0
459,2019,38.397,0,0
460,2019,36.958,0,0
461,2019,69.182,0,0
462,2019,88.482,0,0
463,2019,48.077,0,0
464,2019,193.744,0,0
465,2019,186.109,0,0
466,2019,33.974,0,0
467,2019,61.235,0,0
468,2019,27.083,0,0
469,2019,158.258,0,0
470,2019,44.072,0,0
471,2019,40.08,0,0
472,2019,74.02,0,0
473,2019,31.226,0,0
474,2019,139.951,0,0
475,2019,47.21,0,0
476,2019,83.371,0,0
477,2019,186.494,0,0
478,2019,160.282,0,0
480,2019,95.908,0,0
482,2019,58.236,0,0
483,2019,298.621,0,0
484,2019,84.189,0,0
485,2019,50.726,0,0
486,2019,320.852,0,0
487,2019,394.938,0,0
490,2019,23.587,0,0
491,2019,140.707,0,0
492,2019,168.875,0,0
493,2019,248.054,0,0
494,2019,134.967,0,0
495,2019,137.698,0,0
496,2019,49.514,0,0
497,2019,185.846,0,0
498,2019,139.171,0,0
499,2019,155.379,0,0
500,2019,78.054,0,0
501,2019,126.947,0,0
502,2019,127.615,0,0
503,2019,196.254,0,0
504,2019,76.044,0,0
505,2019,130.732,0,0
506,2019,82.529,0,0
507,2019,105.168,0,0
508,2019,151.386,0,0
511,2019,272.431,0,0
512,2019,669.761,0,0
517,2019,380.712,0,0
518,2019,527.916,0,0
519,2019,82.692,0,0
520,2019,120.919,0,0
521,2019,445.587,0,0
523,2019,5.368,0,0
524,2019,38.13,0,0
526,2019,4.803,0,0
527,2019,10.525,0,0
528,2019,28.018,0,0
530,2019,5.625,0,0
531,2019,17.348,0,0
532,2019,7.459,0,0
533,2019,25.658,0,0
536,2019,21.903,0,0
537,2019,47.059,0,0
538,2019,21.101,0,0
539,2019,38.373,0,0
540,2019,117.888,0,0
541,2019,16.05,0,0
542,2019,30.405,0,0
544,2019,21.129,0,0
545,2019,522.486,0,0
547,2019,61.709,0,0
548,2019,20.698,0,0
549,2019,19.416,0,0
550,2019,33.33,0,0
551,2019,11.917,0,0
553,2019,32.999,0,0
554,2019,17.394,0,0
555,2019,14.824,0,0
556,2019,24.97,0,0
557,2019,68.066,0,0
561,2019,11.501,0,0
562,2019,5.157,0,0
563,2019,9.108,0,0
564,2019,91.198,0,0
565,2019,103.071,0,0
566,2019,73.935,0,0
567,2019,91.425,0,0
568,2019,165.47,0,0
569,2019,97.919,0,0
570,2019,96.664,0,0
571,2019,38.014,0,0
572,2019,212.024,0,0
573,2019,119.67,0,0
574,2019,64.71,0,0
575,2019,103.131,0,0
576,2019,89.931,0,0
577,2019,62.449,0,0
578,2019,55.561,0,0
579,2019,68.175,0,0
580,2019,100.993,0,0
581,2019,129.288,0,0
582,2019,93.926,0,0
583,2019,56.459,0,0
584,2019,702.651,0,0
585,2019,234.591,0,0
586,2019,47.815,0,0
587,2019,169.666,0,0
588,2019,93.345,0,0
589,2019,127.211,0,0
590,2019,100.135,0,0
591,2019,209.103,0,0
592,2019,183.755,0,0
593,2019,77.055,0,0
594,2019,83.213,0,0
595,2019,217.808,0,0
596,2019,67.842,0,0
597,2019,29.862,0,0
598,2019,24.945,0,0
599,2019,45.014,0,0
600,2019,21.66,0,0
601,2019,38.977,0,0
602,2019,87.021,0,0
603,2019,56.181,0,0
604,2019,92.552,0,0
605,2019,51.748,0,0
606,2019,95.21,0,0
607,2019,86.118,0,0
608,2019,75.846,0,0
609,2019,38.547,0,0
610,2019,4.009,0,0
611,2019,3.739,0,0
612,2019,2.226,0,0
613,2019,16.779,0,0
614,2019,3.154,0,0
615,2019,1.141,0,0
616,2019,4.045,0,0
617,2019,3.949,0,0
618,2019,8.679,0,0
619,2019,23.095,0,0
620,2019,10.576,0,0
621,2019,9.352,0,0
622,2019,11.748,0,0
623,2019,4.605,0,0
624,2019,27.83,0,0
625,2019,74.76,0,0
626,2019,10.584,0,0
627,2019,8.303,0,0
628,2019,5.881,0,0
629,2019,12.16,0,0
630,2019,41.079,0,0
631,2019,32.711,0,0
632,2019,66.828,0,0
633,2019,133.586,0,0
634,2019,57.417,0,0
635,2019,88.928,0,0
636,2019,195.865,0,0
637,2019,359.399,0,0
644,2019,133.474,0,0
645,2019,166.365,0,0
647,2019,198.856,0,0
649,2019,131.008,0,0
650,2019,81.37,0,0
651,2019,186.538,0,0
652,2019,67.811,0,0
653,2019,80.499,0,0
655,2019,291.774,0,0
657,2019,118.986,0,0
658,2019,77.596,0,0
659,2019,182.199,0,0
660,2019,198.305,0,0
661,2019,190.425,0,0
662,2019,150.537,0,0
663,2019,79.418,0,0
664,2019,116.05,0,0
666,2019,155.468,0,0
667,2019,125.026,0,0
669,2019,184.715,0,0
670,2019,100.442,0,0
671,2019,115.534,0,0
672,2019,77.23,0,0
674,2019,93.331,0,0
675,2019,286.971,0,0
676,2019,19.082,0,0
677,2019,11.538,0,0
679,2019,7.204,0,0
680,2019,9.014,0,0
681,2019,30.019,0,0
682,2019,57.043,0,0
683,2019,115.398,0,0
685,2019,113.634,0,0
687,2019,174.248,0,0
688,2019,61.016,0,0
689,2019,104.163,0,0
690,2019,130.13,0,0
691,2019,178.56,0,0
692,2019,38.549,0,0
693,2019,43.957,0,0
694,2019,47.066,0,0
695,2019,71.535,0,0
696,2019,31.679,0,0
697,2019,72.049,0,0
699,2019,50.015,0,0
700,2019,38.382,0,0
702,2019,53.204,0,0
703,2019,83.617,0,0
704,2019,30.301,0,0
705,2019,78.59,0,0
706,2019,25.462,0,0
707,2019,86.454,0,0
708,2019,70.412,0,0
709,2019,41.501,0,0
710,2019,7.791,0,0
711,2019,156.354,0,0
712,2019,236.986,0,0
713,2019,182.918,0,0
714,2019,158.918,0,0
715,2019,231.978,0,0
716,2019,27.528,0,0
717,2019,88.795,0,0
718,2019,81.754,0,0
719,2019,64.129,0,0
721,2019,98.748,0,0
722,2019,423.24,0,0
723,2019,44.041,0,0
724,2019,113.457,0,0
727,2019,20.947,0,0
728,2019,227.534,0,0
729,2019,332.386,0,0
730,2019,179.062,0,0
731,2019,299.128,0,0
732,2019,186.307,0,0
733,2019,82.719,0,0
734,2019,86.269,0,0
735,2019,121.528,0,0
736,2019,111.727,0,0
737,2019,111.127,0,0
738,2019,138.234,0,0
739,2019,89.706,0,0
740,2019,60.959,0,0
741,2019,88.317,0,0
742,2019,51.072,0,0
743,2019,127.649,0,0
744,2019,88.556,0,0
745,2019,62.609,0,0
746,2019,116.528,0,0
747,2019,40.082,0,0
748,2019,113.069,0,0
749,2019,51.553,0,0
750,2019,264.885,0,0
751,2019,78.602,0,0
752,2019,57.07,0,0
753,2019,109.065,0,0
754,2019,94.695,0,0
755,2019,71.185,0,0
756,2019,137.131,0,0
757,2019,325.143,0,0
758,2019,61.85,0,0
759,2019,41.469,0,0
760,2019,72.078,0,0
761,2019,32.444,0,0
762,2019,62.949,0,0
763,2019,207.616,0,0
764,2019,172.084,0,0
765,2019,60.642,0,0
766,2019,149.469,0,0
767,2019,215.645,0,0
768,2019,148.535,0,0
769,2019,254.505,0,0
770,2019,228.489,0,0
771,2019,211.868,0,0
772,2019,173.737,0,0
773,2019,203.759,0,0
774,2019,169.402,0,0
775,2019,122.084,0,0
776,2019,104.819,0,0
777,2019,82.964,0,0
778,2019,64.854,0,0
779,2019,185.392,0,0
780,2019,136.615,0,0
781,2019,187.694,0,0
782,2019,144.985,0,0
783,2019,74.464,0,0
784,2019,75.894,0,0
785,2019,76.04,0,0
786,2019,60.334,0,0
787,2019,38.357,0,0
788,2019,55.753,0,0
789,2019,34.644,0,0
790,2019,274.093,0,0
791,2019,81.235,0,0
792,2019,77.401,0,0
793,2019,96.72,0,0
794,2019,83.838,0,0
795,2019,120.026,0,0
796,2019,319.222,0,0
797,2019,86.406,0,0
798,2019,129.153,0,0
799,2019,113.175,0,0
800,2019,59.576,0,0
801,2019,59.173,0,0
802,2019,69.224,0,0
804,2019,69.421,0,0
805,2019,224.235,0,0
806,2019,137.687,0,0
807,2019,107.417,0,0
808,2019,125.789,0,0
809,2019,217.733,0,0
810,2019,156.428,0,0
811,2019,61.374,0,0
812,2019,49.39,0,0
813,2019,111.4,0,0
814,2019,41.315,0,0
815,2019,388.92,0,0
816,2019,149.577,0,0
817,2019,412.405,0,0
818,2019,301.939,0,0
819,2019,109.038,0,0
820,2019,111.953,0,0
821,2019,75.488,0,0
822,2019,366.18,0,0
823,2019,423.762,0,0
824,2019,200.979,0,0
825,2019,158.663,0,0
826,2019,31.193,0,0
827,2019,172.177,0,0
828,2019,76.334,0,0
829,2019,79.764,0,0
830,2019,231.207,0,0
831,2019,64.959,0,0
832,2019,291.262,0,0
833,2019,115.196,0,0
834,2019,107.124,0,0
835,2019,114.869,0,0
836,2019,300.932,0,0
837,2019,85.384,0,0
838,2019,145.685,0,0
839,2019,191.192,0,0
840,2019,46.115,0,0
841,2019,295.213,0,0
842,2019,267.068,0,0
843,2019,337.711,0,0
844,2019,193.507,0,0
845,2019,70.01,0,0
846,2019,161.921,0,0
847,2019,146.077,0,0
848,2019,102.478,0,0
849,2019,84.924,0,0
850,2019,163.084,0,0
851,2019,342.843,0,0
852,2019,191.626,0,0
853,2019,84.098,0,0
854,2019,88.878,0,0
855,2019,134.276,0,0
856,2019,315.631,0,0
857,2019,252.981,0,0
858,2019,96.364,0,0
859,2019,193.501,0,0
860,2019,136.305,0,0
861,2019,100.258,0,0
862,2019,160.551,0,0
863,2019,140.664,0,0
864,2019,98.33,0,0
865,2019,92.824,0,0
866,2019,150.113,0,0
867,2019,114.886,0,0
868,2019,159.473,0,0
869,2019,213.726,0,0
871,2019,158.958,0,0
872,2019,161.076,0,0
873,2019,121.158,0,0
874,2019,305.862,0,0
875,2019,224.411,0,0
876,2019,68.993,0,0
877,2019,148.829,0,0
878,2019,242.96,0,0
879,2019,258.364,0,0
880,2019,143.386,0,0
881,2019,276.367,0,0
882,2019,272.213,0,0
883,2019,98.094,0,0
884,2019,333.072,0,0
885,2019,200.325,0,0
886,2019,407.973,0,0
887,2019,73.355,0,0
888,2019,436.252,0,0
889,2019,66.166,0,0
890,2019,687.003,0,0
891,2019,128.061,0,0
892,2019,183.383,0,0
893,2019,81.444,0,0
894,2019,91.051,0,0
895,2019,82.794,0,0
896,2019,79.651,0,0
897,2019,150.941,0,0
898,2019,106.114,0,0
899,2019,396.398,0,0
900,2019,386.219,0,0
901,2019,244.924,0,0
902,2019,193.353,0,0
903,2019,53.797,0,0
904,2019,182.975,0,0
905,2019,91.395,0,0
906,2019,120.65,0,0
908,2019,148.64,0,0
909,2019,250.607,0,0
910,2019,159.484,0,0
911,2019,232.87,0,0
912,2019,208.995,0,0
913,2019,586.863,0,0
914,2019,116.884,0,0
915,2019,209.739,0,0
916,2019,240.97,0,0
917,2019,366.584,0,0
918,2019,162.199,0,0
919,2019,133.991,0,0
920,2019,322.102,0,0
921,2019,53.187,0,0
922,2019,117.283,0,0
923,2019,70.554,0,0
924,2019,119.918,0,0
925,2019,70.174,0,0
926,2019,139.848,0,0
927,2019,85.813,0,0
928,2019,150.634,0,0
929,2019,236.53,0,0
930,2019,149.792,0,0
931,2019,154.509,0,0
932,2019,129.271,0,0
933,2019,514.905,0,0
934,2019,182.838,0,0
935,2019,176.775,0,0
936,2019,214.388,0,0
937,2019,53.323,0,0
938,2019,405.09,0,0
939,2019,257.634,0,0
940,2019,296.729,0,0
941,2019,209.175,0,0
942,2019,69.317,0,0
943,2019,179.355,0,0
944,2019,229.582,0,0
945,2019,147.042,0,0
946,2019,323.07,0,0
947,2019,141.528,0,0
948,2019,293.786,0,0
949,2019,125.594,0,0
950,2019,182.325,0,0
951,2019,533.007,0,0
952,2019,195.746,0,0
953,2019,596.061,0,0
954,2019,172.078,0,0
955,2019,383.312,0,0
956,2019,226.427,0,0
957,2019,146.454,0,0
958,2019,194.017,0,0
959,2019,315.136,0,0
960,2019,377.952,0,0
961,2019,86.843,0,0
962,2019,56.861,0,0
963,2019,206.304,0,0
964,2019,80.028,0,0
965,2019,136.698,0,0
966,2019,127.579,0,0
967,2019,86.075,0,0
968,2019,121.644,0,0
969,2019,298.302,0,0
970,2019,170.849,0,0
971,2019,108.822,0,0
972,2019,124.827,0,0
973,2019,145.798,0,0
974,2019,179.514,0,0
975,2019,262.475,0,0
976,2019,307.513,0,0
977,2019,84.563,0,0
978,2019,293.027,0,0
979,2019,50.608,0,0
980,2019,235.493,0,0
981,2019,455.003,0,0
982,2019,128.097,0,0
983,2019,193.017,0,0
984,2019,88.01,0,0
985,2019,356.26,0,0
986,2019,165.185,0,0
987,2019,171.935,0,0
988,2019,211.988,0,0
989,2019,330.146,0,0
990,2019,168.759,0,0
991,2019,348.357,0,0
992,2019,310.489,0,0
993,2019,197.358,0,0
994,2019,316.276,0,0
995,2019,395.401,0,0
996,2019,291.027,0,0
997,2019,124.623,0,0
998,2019,469.768,0,0
999,2019,233.228,0,0
1000,2019,145.541,0,0
1001,2019,490.426,0,0
1002,2019,210.213,0,0
1004,2019,496.324,0,0
1006,2019,861.472,0,0
1007,2019,439.916,0,0
1008,2019,251.835,0,0
1009,2019,645.482,0,0
1010,2019,294.2,0,0
1011,2019,178.186,0,0
1012,2019,413.841,0,0
1013,2019,215.683,0,0
1014,2019,197.541,0,0
1015,2019,218.434,0,0
1016,2019,274.634,0,0
1017,2019,323.601,0,0
1018,2019,330.817,0,0
1019,2019,87.603,0,0
1020,2019,136.824,0,0
1021,2019,111.54,0,0
1022,2019,385.045,0,0
1023,2019,526.639,0,0
1024,2019,172.036,0,0
1025,2019,424.189,0,0
1026,2019,236.241,0,0
1027,2019,435.271,0,0
1028,2019,558.737,0,0
1029,2019,278.854,0,0
1030,2019,272.953,0,0
1031,2019,258.842,0,0
1032,2019,725.498,0,0
1033,2019,245.503,0,0
1034,2019,143.248,0,0
1035,2019,318.565,0,0
1036,2019,892.788,0,0
1037,2019,580.637,0,0
1038,2019,385.873,0,0
1039,2019,335.077,0,0
1040,2019,120.864,0,0
1041,2019,55.375,0,0
1042,2019,19.813,0,0
1043,2019,45.95,0,0
1044,2019,145.095,0,0
1045,2019,102.391,0,0
1046,2019,146.669,0,0
1047,2019,117.513,0,0
1048,2019,97.05,0,0
1049,2019,197.982,0,0
1050,2019,40.385,0,0
1051,2019,160.188,0,0
1052,2019,235.043,0,0
1053,2019,314.379,0,0
1054,2019,275.692,0,0
1055,2019,339.301,0,0
1056,2019,252.732,0,0
1057,2019,242.522,0,0
1058,2019,131.681,0,0
1059,2019,210.918,0,0
1060,2019,424.845,0,0
1061,2019,201.463,0,0
1062,2019,204.219,0,0
1063,2019,364.876,0,0
1064,2019,283.744,0,0
1065,2019,316.733,0,0
1066,2019,264.545,0,0
1067,2019,240.799,0,0
1068,2019,110.315,0,0
1069,2019,124.278,0,0
1070,2019,115.722,0,0
1071,2019,307.385,0,0
1072,2019,411.557,0,0
1073,2019,676.92,0,0
1075,2019,539.131,0,0
1076,2019,138.722,0,0
1077,2019,203.861,0,0
1078,2019,443.097,0,0
1079,2019,1484.382,0,0
1080,2019,320.783,0,0
1081,2019,383.738,0,0
1082,2019,326.229,0,0
1083,2019,41.93,0,0
1084,2019,102.6,0,0
1085,2019,68.922,0,0
1086,2019,108.712,0,0
1087,2019,138.729,0,0
1088,2019,61.074,0,0
1089,2019,153.466,0,0
1090,2019,256.83,0,0
1091,2019,76.424,0,0
1092,2019,279.605,0,0
1093,2019,99.855,0,0
1094,2019,280.718,0,0
1095,2019,108.658,0,0
1096,2019,292.403,0,0
1097,2019,106.533,0,0
1098,2019,175.958,0,0
1099,2019,242.064,0,0
1100,2019,297.428,0,0
1101,2019,158.013,0,0
1102,2019,278.134,0,0
1103,2019,381.772,0,0
1104,2019,254.425,0,0
1105,2019,295.19,0,0
1106,2019,624.191,0,0
1107,2019,227.766,0,0
1108,2019,632.616,0,0
1109,2019,386.472,0,0
1112,2019,233.41,0,0
1114,2019,288.339,0,0
1116,2019,147.089,0,0
1117,2019,299.146,0,0
1118,2019,215.086,0,0
1119,2019,415.471,0,0
1120,2019,425.232,0,0
1121,2019,971.564,0,0
1122,2019,618.5,0,0
1123,2019,189.711,0,0
1125,2019,95.512,0,0
1126,2019,157.304,0,0
1127,2019,167.758,0,0
1128,2019,123.34,0,0
1129,2019,539.395,0,0
1130,2019,705.428,0,0
1131,2019,159.929,0,0
1132,2019,770.034,0,0
1133,2019,166.368,0,0
1134,2019,430.043,0,0
1135,2019,74.083,0,0
1136,2019,580.523,0,0
1137,2019,84.419,0,0
1138,2019,179.58,0,0
1139,2019,79.15,0,0
1140,2019,134.306,0,0
1141,2019,245.264,0,0
1142,2019,232.821,0,0
1143,2019,133.79,0,0
1144,2019,50.921,0,0
1145,2019,59.867,0,0
1146,2019,106.368,0,0
1147,2019,309.919,0,0
1148,2019,241.445,0,0
1149,2019,228.252,0,0
1151,2019,190.603,0,0
1152,2019,129.486,0,0
1153,2019,216.185,0,0
1154,2019,340.604,0,0
1155,2019,463.004,0,0
1156,2019,544.319,0,0.931
1157,2019,475.378,0,0
1158,2019,280.762,0,0
1159,2019,480.372,0,0
1160,2019,307.783,0,0
1161,2019,289.267,0,0
1162,2019,110.564,0,0
1163,2019,73.995,0,0
1164,2019,97.373,0,0
1165,2019,270.563,0,0
1166,2019,543.833,0,0
1167,2019,414.212,0,0
1168,2019,99.294,0,0
1169,2019,489.292,0,511.713
1170,2019,390.091,0,177.353
1171,2019,112.228,0,555.534
1172,2019,149.252,0,277.692
1173,2019,230.396,0,1.805
1174,2019,370.315,0,0
1175,2019,579.716,0,0
1176,2019,1208.06,0,0
1177,2019,46.225,0,1248.395
1179,2019,300.725,0,3.071
1180,2019,398.711,0,0
1181,2019,241.648,0,330.678
1182,2019,0.009,0,785.155
1183,2019,0,0,534.91
1184,2019,333.31,0,23.224
1185,2019,462.599,0,0
1186,2019,156.506,0,94.702
1187,2019,832.163,0,0.001
1188,2019,595.379,0,0.085
1189,2019,907.981,0,0
1190,2019,568.567,0,0
1191,2019,636.78,0,0.459
1192,2019,466.786,0,0
1193,2019,373.25,0,0.548
1194,2019,4.163,0,1477.433
1195,2019,201.686,0,0
1196,2019,107.205,0,0
1197,2019,215.26,0,0
1198,2019,232.131,0,516.071
1199,2019,54.776,0,0
1200,2019,393.549,0,0
1201,2019,452.818,0,14.301
1202,2019,81.837,0,237.844
1203,2019,9.271,0,869.693
1204,2019,0.726,0,654.921
1205,2019,503.841,0,0
1206,2019,165.461,0,0
1207,2019,522.344,0,0
1208,2019,542.341,0,0
1209,2019,414.159,0,0
1210,2019,516.37,0,0
1211,2019,904.667,0,0
1212,2019,568.396,0,0
1213,2019,354.199,0,0
1215,2019,474.446,0,0
1216,2019,189.756,0,0
1217,2019,162.403,0,0
1218,2019,98.729,0,0
1219,2019,96.799,0,0
1220,2019,580.424,0,0
1223,2019,388.45,0,0
1224,2019,233.388,0,0
1225,2019,86.607,0,0
1226,2019,129.963,0,0
1227,2019,203.563,0,0
1228,2019,444.599,0,0
1229,2019,216.649,0,0
1230,2019,202.972,0,0
1231,2019,328.942,0,0
1232,2019,766.86,0,0
1233,2019,455.615,0,0
1235,2019,258.194,0,0
1236,2019,1152.911,0,0
1237,2019,311.849,0,0
1238,2019,172.365,0,0
1239,2019,917.291,0,0
1240,2019,497.031,0,0
1241,2019,354.325,0,0
1242,2019,435.307,0,0
1243,2019,200.327,0,0
1244,2019,470.254,0,0
1245,2019,642.713,0,0
1246,2019,349.935,0,0
1247,2019,317.641,0,0
1248,2019,425.798,0,0
1249,2019,501.28,0,0
1250,2019,213.734,0,0
1251,2019,58.417,0,0
1252,2019,221.369,0,0
1253,2019,46.211,0,0
1254,2019,155.866,0,0
1255,2019,94.598,0,0
1256,2019,1158.089,0,95.672
1259,2019,143.944,0,0
1260,2019,151.249,0,0
1261,2019,128.648,0,0
1262,2019,170.658,0,0
1263,2019,554.588,0,0
1265,2019,1128.711,0,0
1266,2019,459.16,0,0
1267,2019,380.929,0,0
1268,2019,473.655,0,0
1269,2019,208.531,0,0
1270,2019,383.131,0,0
1271,2019,145.959,0,0
1272,2019,115.499,0,0
1274,2019,226.937,0,0
1275,2019,114.977,0,0
1276,2019,299.399,0,0
1277,2019,205.696,0,0
1278,2019,407.62,0,0
1279,2019,107.738,0,0
1280,2019,138.068,0,0
1281,2019,60.081,0,0
1282,2019,391.31,0,0
1283,2019,204.29,0,0
1284,2019,258.532,0,0
1285,2019,266.172,0,0
1286,2019,244.048,0,0
1287,2019,234.252,0,0
1288,2019,387.502,0,0
1289,2019,104.686,0,0
1290,2019,83.794,0,0
1291,2019,57.865,0,0
1292,2019,114.955,0,0
1293,2019,111.97,0,0
1294,2019,124.568,0,0
1295,2019,436.287,0,0
1296,2019,88.765,0,0
1297,2019,70.181,0,0
1298,2019,278.673,0,0
1299,2019,117.005,0,0
1301,2019,66.793,0,0
1302,2019,105.309,0,0
1303,2019,64.049,0,0
1304,2019,91.202,0,0
1305,2019,180.972,0,0
1306,2019,156.228,0,0
1307,2019,63.593,0,0
1308,2019,94.248,0,0
1309,2019,127.531,0,0
1310,2019,100.772,0,0
1311,2019,82.808,0,0
1313,2019,294.527,0,0
1314,2019,357.864,0,0
1315,2019,253.532,0,0
1316,2019,4107.076,0,0.023
1317,2019,432.125,0,0
1318,2019,387.948,0,0
1320,2019,148.589,0,0
1321,2019,414.375,0,0
1322,2019,120.293,0,0
1323,2019,161.104,0,0
1324,2019,130.646,0,0
1325,2019,148.151,0,0
1326,2019,115.673,0,0
1327,2019,199.274,0,0
1328,2019,214.765,0,0
1329,2019,154.867,0,0
1330,2019,105.049,0,0
1331,2019,188.496,0,0
1332,2019,240.067,0,0
1333,2019,360.614,0,0
1334,2019,135.125,0,0
1335,2019,117.149,0,0
1336,2019,247.523,0,0
1337,2019,273.145,0,0
1338,2019,214.407,0,0
1339,2019,223.303,0,0
1340,2019,154.468,0,0
1341,2019,120.773,0,0
1342,2019,96.234,0,0
1343,2019,244.589,0,0
1344,2019,116.931,0,0
1345,2019,204.371,0,0
1346,2019,229.304,0,0
1347,2019,417.518,0,0
1348,2019,282.52,0,0
1349,2019,88.454,0,0
1350,2019,123.435,0,0
1351,2019,90.227,0,0
1352,2019,93.944,0,0
1353,2019,190.771,0,0
1354,2019,167.587,0,0
