Geo,Year,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4
313,2019,0.41667,0.08333,0.16667,0.33333
314,2019,0.22409,0.15406,0.35294,0.26891
316,2019,0.17978,0.17697,0.32303,0.32022
318,2019,0.07692,0.46154,0.23077,0.23077
319,2019,0.07692,0.46154,0.23077,0.23077
320,2019,0.29833,0.15752,0.27924,0.26492
321,2019,0.2687,0.16066,0.24931,0.32133
322,2019,0.2142,0.16414,0.30733,0.31432
323,2019,0.24778,0.16384,0.31073,0.27764
324,2019,0.22032,0.17808,0.27854,0.32306
325,2019,0.13636,0.18687,0.33333,0.34343
326,2019,0.22353,0.20321,0.2631,0.31016
327,2019,0.2077,0.17607,0.2751,0.34113
328,2019,0.21287,0.18812,0.21287,0.38614
329,2019,0.18581,0.2,0.28129,0.3329
330,2019,0.19006,0.19006,0.2743,0.34557
331,2019,0.19275,0.19769,0.25535,0.3542
332,2019,0.23108,0.17311,0.27939,0.31643
333,2019,0.2218,0.18294,0.28246,0.3128
334,2019,0.16797,0.20768,0.27409,0.35026
335,2019,0.23431,0.21373,0.2598,0.29216
336,2019,0.1875,0.20076,0.26894,0.3428
337,2019,0.19971,0.21145,0.25698,0.33186
338,2019,0.20623,0.19066,0.24514,0.35798
339,2019,0.22569,0.17767,0.28331,0.31333
340,2019,0.25969,0.19186,0.24031,0.30814
341,2019,0.24151,0.1673,0.28679,0.3044
342,2019,0.21239,0.21239,0.27212,0.3031
343,2019,0.19832,0.17318,0.29469,0.3338
344,2019,0.23791,0.20483,0.23791,0.31934
345,2019,0.22388,0.18657,0.2528,0.33675
347,2019,0.24511,0.15319,0.2914,0.3103
348,2019,0.20365,0.16413,0.26748,0.36474
349,2019,0.23944,0.17985,0.27302,0.30769
350,2019,0.16091,0.21382,0.2419,0.38337
351,2019,0.18868,0.17925,0.25472,0.37736
352,2019,0.16988,0.21815,0.26737,0.34459
353,2019,0.24242,0.16364,0.33939,0.25455
354,2019,0.14055,0.13825,0.28802,0.43318
355,2019,0.11637,0.16684,0.31102,0.40577
356,2019,0.20314,0.19371,0.27862,0.32453
357,2019,0.17918,0.20074,0.24833,0.37175
358,2019,0.29167,0.14583,0.22917,0.33333
359,2019,0.18656,0.21574,0.25287,0.34483
360,2019,0.13063,0.21471,0.25976,0.39489
361,2019,0.17604,0.20313,0.27604,0.34479
362,2019,0.23975,0.18612,0.23659,0.33754
363,2019,0.12739,0.09873,0.30573,0.46815
364,2019,0.11021,0.1329,0.30146,0.45543
365,2019,0.17216,0.2381,0.20513,0.38462
366,2019,0.15512,0.19472,0.23762,0.41254
367,2019,0.19375,0.21042,0.24514,0.35069
368,2019,0.10701,0.1476,0.28044,0.46494
369,2019,0.09922,0.16899,0.31008,0.42171
370,2019,0.10644,0.11485,0.28571,0.493
371,2019,0.15227,0.16847,0.28834,0.39093
373,2019,0.15777,0.17517,0.29466,0.37239
374,2019,0.08333,0.13889,0.36111,0.41667
375,2019,0.21557,0.16467,0.29641,0.32335
376,2019,0.14159,0.19469,0.31858,0.34513
378,2019,0.19491,0.15803,0.295,0.35206
379,2019,0.14052,0.19509,0.28922,0.37517
380,2019,0.16364,0.17597,0.32273,0.33766
381,2019,0.15963,0.1498,0.31174,0.37883
382,2019,0.16593,0.14823,0.31858,0.36726
383,2019,0.18315,0.18381,0.28534,0.34771
384,2019,0.12936,0.16648,0.30821,0.39595
385,2019,0.18732,0.17958,0.31197,0.32113
386,2019,0,0,0,1
387,2019,0.11073,0.15297,0.32763,0.40868
388,2019,0.23164,0.12429,0.28531,0.35876
389,2019,0.1858,0.16493,0.2881,0.36117
390,2019,0.2172,0.16452,0.3129,0.30538
391,2019,0.18413,0.14952,0.28473,0.38163
392,2019,0.13745,0.14827,0.30628,0.40801
393,2019,0.14937,0.14937,0.31257,0.3887
394,2019,0.14789,0.15769,0.2811,0.41332
395,2019,0.11551,0.1262,0.32513,0.43316
396,2019,0.12907,0.17471,0.29748,0.39874
397,2019,0.21267,0.2406,0.25456,0.29216
398,2019,0.22414,0.25862,0.26724,0.25
399,2019,0.20682,0.20914,0.30209,0.28195
400,2019,0.22078,0.22078,0.29071,0.26773
401,2019,0.23171,0.22683,0.28293,0.25854
402,2019,0.22044,0.23652,0.25544,0.28761
403,2019,0.21721,0.21516,0.28893,0.27869
404,2019,0.17614,0.22727,0.27841,0.31818
405,2019,0.23136,0.24289,0.25288,0.27287
406,2019,0.19403,0.1791,0.28358,0.34328
407,2019,0.14041,0.21918,0.33562,0.30479
408,2019,0.18056,0.27083,0.26389,0.28472
409,2019,0.19516,0.20553,0.28497,0.31434
410,2019,0.18158,0.21629,0.27637,0.32577
411,2019,0.19937,0.25831,0.27273,0.26959
412,2019,0.18644,0.22599,0.2841,0.30347
413,2019,0.1693,0.21302,0.30605,0.31163
414,2019,0.18562,0.23529,0.278,0.30109
415,2019,0.2099,0.23663,0.27772,0.27574
416,2019,0.11,0.22,0.37,0.3
417,2019,0.14903,0.24784,0.29601,0.30712
418,2019,0.14651,0.24376,0.28215,0.32758
419,2019,0.15446,0.19604,0.29109,0.35842
420,2019,0.15446,0.19604,0.29109,0.35842
422,2019,0.15446,0.19604,0.29109,0.35842
423,2019,0.14912,0.27318,0.2782,0.2995
424,2019,0.12803,0.27682,0.31834,0.27682
425,2019,0.12551,0.25506,0.31781,0.30162
426,2019,0.13026,0.22462,0.29282,0.35231
427,2019,0.13455,0.24364,0.28,0.34182
428,2019,0.16667,0.19298,0.33333,0.30702
429,2019,0.12167,0.25833,0.28333,0.33667
430,2019,0.11765,0.17647,0.23529,0.47059
431,2019,0.19614,0.2074,0.26527,0.33119
432,2019,0.16079,0.24664,0.27418,0.31839
433,2019,0.16575,0.2371,0.28101,0.31614
434,2019,0.14686,0.24831,0.2657,0.33913
435,2019,0.13217,0.22746,0.27459,0.36578
436,2019,0.12166,0.20475,0.30564,0.36795
437,2019,0.14371,0.22432,0.28604,0.34592
438,2019,0.14226,0.23189,0.29234,0.33351
439,2019,0.43348,0.25966,0.16953,0.13734
440,2019,0.38861,0.29208,0.25,0.06931
441,2019,0.42197,0.28324,0.2341,0.06069
442,2019,0.47368,0.13158,0.34211,0.05263
443,2019,0.44624,0.20968,0.27419,0.06989
444,2019,0.45455,0.18182,0.27273,0.09091
445,2019,0.4,0.15,0.3,0.15
447,2019,0.375,0.125,0.29167,0.20833
449,2019,0,0,1,0
450,2019,0.49857,0.22636,0.2063,0.06877
451,2019,0.49871,0.21337,0.1928,0.09512
452,2019,0.43429,0.17143,0.21143,0.18286
453,2019,0.6,0.13333,0.16667,0.1
454,2019,0.45887,0.16017,0.2684,0.11255
455,2019,0.51698,0.27925,0.15094,0.05283
456,2019,0.48331,0.25596,0.18601,0.07472
457,2019,0.47331,0.20996,0.24199,0.07473
458,2019,0.44973,0.25411,0.24497,0.05119
459,2019,0.43426,0.19124,0.22311,0.15139
460,2019,0.39789,0.20775,0.22887,0.16549
461,2019,0.41889,0.20143,0.2139,0.16578
462,2019,0.43399,0.19307,0.19307,0.17987
463,2019,0.43103,0.28621,0.20345,0.07931
464,2019,0.42205,0.26787,0.22997,0.0801
465,2019,0.43422,0.28168,0.22276,0.06134
466,2019,0.44856,0.28807,0.19342,0.06996
467,2019,0.43612,0.29295,0.21366,0.05727
468,2019,0.5122,0.19512,0.2439,0.04878
469,2019,0.45122,0.26524,0.22154,0.06199
470,2019,0.38308,0.30348,0.28358,0.02985
471,2019,0.57169,0.28864,0.12104,0.01862
472,2019,0.54591,0.2928,0.14144,0.01985
473,2019,0.5,0.375,0.125,0
474,2019,0.5,0.375,0.125,0
475,2019,0.34757,0.29709,0.29126,0.06408
476,2019,0.43197,0.28912,0.21088,0.06803
477,2019,0.46712,0.27123,0.21096,0.05068
478,2019,0.45455,0.36364,0.04545,0.13636
480,2019,0.44663,0.2809,0.21348,0.05899
482,2019,0.40062,0.31988,0.23602,0.04348
483,2019,0.37255,0.2549,0.2549,0.11765
484,2019,0.38202,0.34029,0.2183,0.05939
485,2019,0.34646,0.32677,0.25197,0.0748
486,2019,0.3125,0.5,0.125,0.0625
487,2019,0.42818,0.30352,0.20054,0.06775
490,2019,0.39683,0.42857,0.1746,0
491,2019,0.53809,0.27328,0.15961,0.02902
492,2019,0.47332,0.321,0.16954,0.03614
493,2019,0.53058,0.27312,0.16785,0.02845
494,2019,0.54639,0.27377,0.15235,0.02749
495,2019,0.54335,0.26984,0.15873,0.02808
496,2019,0.51106,0.30221,0.15725,0.02948
497,2019,0.50935,0.29928,0.16619,0.02518
498,2019,0.53857,0.26367,0.17812,0.01964
499,2019,0.56242,0.24966,0.15168,0.03624
500,2019,0.56774,0.20645,0.17419,0.05161
501,2019,0.47094,0.31663,0.17234,0.04008
502,2019,0.51037,0.29322,0.16321,0.0332
503,2019,0.57778,0.24889,0.15111,0.02222
504,2019,0.51603,0.30612,0.15743,0.02041
505,2019,0.56349,0.25556,0.16032,0.02063
506,2019,0.51351,0.2973,0.13514,0.05405
507,2019,0.56554,0.26779,0.12921,0.03745
508,2019,0.5,0.2716,0.16667,0.06173
511,2019,0.44737,0.23684,0.31579,0
512,2019,0.59091,0.31818,0.09091,0
517,2019,0.45882,0.29706,0.1902,0.05392
518,2019,0.4245,0.31054,0.19943,0.06553
519,2019,0.5,0.27632,0.15789,0.06579
520,2019,0.54717,0.32075,0.11321,0.01887
521,2019,0.49231,0.33846,0.12308,0.04615
523,2019,0.51724,0.13793,0.24138,0.10345
524,2019,0.38596,0.25731,0.25731,0.09942
526,2019,0.36364,0.18182,0.27273,0.18182
527,2019,0.26667,0.13333,0.4,0.2
528,2019,0.4269,0.2924,0.19883,0.08187
530,2019,0.22222,0.66667,0.11111,0
531,2019,0.4359,0.33333,0.17949,0.05128
532,2019,0.83333,0.16667,0,0
533,2019,0.38462,0.23077,0.23077,0.15385
536,2019,0.5,0.27193,0.21053,0.01754
537,2019,0.36941,0.24941,0.27529,0.10588
538,2019,0.39416,0.25547,0.25912,0.09124
539,2019,0.43511,0.25954,0.20992,0.09542
540,2019,0.41818,0.25091,0.22909,0.10182
541,2019,0.40541,0.28829,0.20721,0.0991
542,2019,0.3964,0.24775,0.25225,0.1036
544,2019,0.48521,0.21302,0.23669,0.06509
545,2019,0.33333,0.66667,0,0
547,2019,0.43161,0.27052,0.21884,0.07903
548,2019,0.34737,0.27895,0.25789,0.11579
549,2019,0.39604,0.28713,0.22772,0.08911
550,2019,0.47093,0.2064,0.22965,0.09302
551,2019,0.54717,0.16981,0.16981,0.11321
553,2019,0.4,0.25625,0.275,0.06875
554,2019,0.39665,0.2905,0.24022,0.07263
555,2019,0.42667,0.26,0.24,0.07333
556,2019,0.3937,0.25197,0.19685,0.15748
557,2019,0.38202,0.2809,0.2809,0.05618
561,2019,0.38776,0.30612,0.22449,0.08163
562,2019,0.34783,0.32609,0.21739,0.1087
563,2019,0.25532,0.31915,0.34043,0.08511
564,2019,0.40278,0.24421,0.24306,0.10995
565,2019,0.3707,0.29499,0.2586,0.07571
566,2019,0.39679,0.29587,0.22706,0.08028
567,2019,0.35714,0.32143,0.21429,0.10714
568,2019,0.41481,0.31339,0.19168,0.08012
569,2019,0.41333,0.34667,0.16,0.08
570,2019,0.37748,0.37417,0.16391,0.08444
571,2019,0.26923,0.40385,0.26923,0.05769
572,2019,0.38408,0.35754,0.1662,0.09218
573,2019,0.38391,0.3285,0.18997,0.09763
574,2019,0.43487,0.32563,0.16176,0.07773
575,2019,0.41527,0.34351,0.1771,0.06412
576,2019,0.44599,0.31327,0.17284,0.0679
577,2019,0.43738,0.30443,0.16378,0.09441
578,2019,0.39529,0.34555,0.1911,0.06806
579,2019,0.51515,0.30303,0.12121,0.06061
580,2019,0.38594,0.36175,0.18203,0.07028
581,2019,0.46504,0.31356,0.18962,0.03178
582,2019,0.45328,0.32775,0.1841,0.03487
583,2019,0.41832,0.37376,0.16584,0.04208
584,2019,0.44,0.36,0.16,0.04
585,2019,0.35484,0.41935,0.19355,0.03226
586,2019,0.36637,0.28829,0.22222,0.12312
587,2019,0.3545,0.36243,0.20635,0.07672
588,2019,0.35029,0.33659,0.26027,0.05284
589,2019,0.32104,0.34563,0.28142,0.05191
590,2019,0.33602,0.37366,0.23253,0.0578
591,2019,0.32971,0.3523,0.27448,0.04351
592,2019,0.35922,0.33098,0.25243,0.05737
593,2019,0.36691,0.33813,0.247,0.04796
594,2019,0.41135,0.32624,0.22695,0.03546
595,2019,0.25,0.40909,0.25,0.09091
596,2019,0.31076,0.3506,0.2988,0.03984
597,2019,0.33916,0.26224,0.2028,0.1958
598,2019,0.34201,0.19331,0.22677,0.23792
599,2019,0.37758,0.22714,0.21534,0.17994
600,2019,0.33333,0.2735,0.2265,0.16667
601,2019,0.38384,0.24242,0.22727,0.14646
602,2019,0.41404,0.26218,0.15759,0.16619
603,2019,0.42172,0.23737,0.19697,0.14394
604,2019,0.35469,0.32489,0.22653,0.09389
605,2019,0.34347,0.29179,0.18237,0.18237
606,2019,0.39429,0.2607,0.1725,0.1725
607,2019,0.64103,0.17949,0.12821,0.05128
608,2019,0.41111,0.26389,0.18333,0.14167
609,2019,0.29545,0.2803,0.24242,0.18182
610,2019,0.38384,0.29293,0.17677,0.14646
611,2019,0.32402,0.28492,0.22346,0.1676
612,2019,0.33333,0.33333,0.33333,0
613,2019,0.34351,0.23664,0.17557,0.24427
614,2019,0.52632,0.31579,0.05263,0.10526
615,2019,0.25,0.5,0,0.25
616,2019,0.29139,0.35099,0.17219,0.18543
617,2019,0.42969,0.24219,0.19141,0.13672
618,2019,0.41379,0.24138,0.24138,0.10345
619,2019,0.38462,0.23462,0.2,0.18077
620,2019,0.3625,0.2375,0.2125,0.1875
621,2019,0.4717,0.20755,0.17925,0.14151
622,2019,0.41667,0.20833,0.25,0.125
623,2019,0.30952,0.19048,0.25,0.25
624,2019,0.43599,0.21799,0.20415,0.14187
625,2019,0.39901,0.24384,0.18227,0.17488
626,2019,0.40534,0.24879,0.20146,0.14442
627,2019,0.39914,0.27039,0.15451,0.17597
628,2019,0.32143,0.25,0.25,0.17857
629,2019,0.33036,0.27679,0.20536,0.1875
630,2019,0.3913,0.21957,0.21522,0.17391
631,2019,0.38872,0.21068,0.21068,0.18991
632,2019,0.37877,0.25033,0.21756,0.15334
633,2019,0.39925,0.23805,0.20712,0.15558
634,2019,0.43367,0.2449,0.16327,0.15816
635,2019,0.38538,0.2392,0.19601,0.1794
636,2019,0.4125,0.28929,0.20357,0.09464
637,2019,0.38003,0.29702,0.24514,0.07782
644,2019,0.32819,0.28571,0.26255,0.12355
645,2019,0,0,1,0
647,2019,0.34066,0.32182,0.23234,0.10518
649,2019,0.33519,0.29259,0.26296,0.10926
650,2019,0.33225,0.31922,0.21173,0.13681
651,2019,0.48178,0.22267,0.20648,0.08907
652,2019,0.29594,0.30368,0.27466,0.12573
653,2019,0.37656,0.30175,0.23691,0.08479
655,2019,0.41639,0.25314,0.17383,0.15664
657,2019,0.34037,0.29024,0.25858,0.11082
658,2019,0.41355,0.27804,0.22897,0.07944
659,2019,0.41738,0.30477,0.23745,0.04039
660,2019,0.42553,0.28661,0.25031,0.03755
661,2019,0.45358,0.2374,0.25862,0.0504
662,2019,0.40533,0.21067,0.29867,0.08533
663,2019,0.41379,0.21379,0.31034,0.06207
664,2019,0.38806,0.23134,0.32338,0.05721
666,2019,0.41031,0.23767,0.30717,0.04484
667,2019,0.39274,0.24092,0.30528,0.06106
669,2019,0.30172,0.31034,0.27299,0.11494
670,2019,0.36529,0.2562,0.2843,0.09421
671,2019,0.27735,0.31298,0.27481,0.13486
672,2019,0.32847,0.26277,0.28467,0.12409
674,2019,0.45274,0.27032,0.23715,0.0398
675,2019,0.46148,0.26656,0.22496,0.047
676,2019,0.38697,0.27203,0.18774,0.15326
677,2019,0.37054,0.26786,0.22768,0.13393
679,2019,0.33934,0.31231,0.18018,0.16817
680,2019,0,1,0,0
681,2019,0.3519,0.28608,0.22532,0.13671
682,2019,0.38521,0.25032,0.20233,0.16213
683,2019,0.38521,0.25032,0.20233,0.16213
685,2019,0.28302,0.32075,0.30189,0.09434
687,2019,0.44949,0.26884,0.24144,0.04024
688,2019,0,0.25,0.5,0.25
689,2019,0.47269,0.27913,0.21359,0.03459
690,2019,0.43662,0.28169,0.24346,0.03823
691,2019,0.36418,0.30492,0.24111,0.08979
692,2019,0.36418,0.30492,0.24111,0.08979
693,2019,0.35673,0.31579,0.21345,0.11404
694,2019,0.31746,0.31878,0.25132,0.11243
695,2019,0.31924,0.29387,0.27484,0.11205
696,2019,0.33333,0.28889,0.26667,0.11111
697,2019,0.37805,0.27642,0.23171,0.11382
699,2019,0.38944,0.30528,0.21255,0.09272
700,2019,0.35966,0.28225,0.24081,0.11728
702,2019,0.33119,0.27552,0.29051,0.10278
703,2019,0.32774,0.31097,0.24645,0.11484
704,2019,0.5,0.25,0.16667,0.08333
705,2019,0.11862,0.16969,0.23394,0.47776
706,2019,0.16447,0.15789,0.19737,0.48026
707,2019,0.14834,0.20795,0.25298,0.39073
708,2019,0.11966,0.20513,0.23932,0.4359
709,2019,0.36006,0.25457,0.218,0.16737
710,2019,0.28135,0.24465,0.25076,0.22324
711,2019,0.10863,0.13579,0.23278,0.52279
712,2019,0.10991,0.12906,0.22981,0.53122
713,2019,0.08786,0.16571,0.19357,0.55286
714,2019,0.08333,0.16315,0.18779,0.56573
715,2019,0.13312,0.14722,0.20439,0.51527
716,2019,0.09091,0.31818,0.09091,0.5
717,2019,0.11688,0.18738,0.21429,0.48145
718,2019,0.12086,0.20273,0.21442,0.46199
719,2019,0.12603,0.16942,0.2376,0.46694
721,2019,0.10814,0.1531,0.19077,0.548
722,2019,0.09372,0.17322,0.19665,0.5364
723,2019,0.13846,0.16044,0.22637,0.47473
724,2019,0.14535,0.18488,0.23605,0.43372
727,2019,0.06989,0.18817,0.22581,0.51613
728,2019,0.12544,0.12811,0.21263,0.53381
729,2019,0.12065,0.13074,0.21706,0.53155
730,2019,0.1319,0.18907,0.22969,0.44935
731,2019,0.15034,0.12685,0.23221,0.4906
732,2019,0.33285,0.31129,0.23149,0.12437
733,2019,0.35513,0.28975,0.23056,0.12457
734,2019,0.16522,0.2,0.37391,0.26087
735,2019,0.17299,0.15357,0.2083,0.46514
736,2019,0.18843,0.1875,0.25933,0.36474
737,2019,0.14628,0.1516,0.25,0.45213
738,2019,0.13673,0.17828,0.26408,0.42091
739,2019,0.16241,0.14887,0.22406,0.46466
740,2019,0.16234,0.20455,0.26948,0.36364
741,2019,0.16129,0.16129,0.14516,0.53226
742,2019,0.14754,0.13115,0.21311,0.5082
743,2019,0.11438,0.20261,0.2451,0.43791
744,2019,0.18959,0.20446,0.23048,0.37546
745,2019,0.11679,0.15328,0.3236,0.40633
746,2019,0.13476,0.16914,0.29833,0.39777
747,2019,0.15278,0.14722,0.31389,0.38611
748,2019,0.12633,0.18209,0.25504,0.43654
749,2019,0.17135,0.23963,0.27979,0.30924
750,2019,0.10897,0.17788,0.30128,0.41186
751,2019,0.10897,0.13167,0.32577,0.4336
752,2019,0.12842,0.17896,0.3347,0.35792
753,2019,0.14072,0.20646,0.27336,0.37947
754,2019,0.10361,0.11928,0.29036,0.48675
755,2019,0.12533,0.124,0.24533,0.50533
756,2019,0.11881,0.16436,0.32673,0.3901
757,2019,0.13523,0.14235,0.28114,0.44128
758,2019,0.15044,0.11504,0.29204,0.44248
759,2019,0.1388,0.13211,0.28595,0.44314
760,2019,0.15013,0.14745,0.24665,0.45576
761,2019,0.15429,0.21714,0.30286,0.32571
762,2019,0.17552,0.15242,0.3164,0.35566
763,2019,0.17347,0.1301,0.30357,0.39286
764,2019,0.14542,0.15538,0.29283,0.40637
765,2019,0.1375,0.12404,0.32115,0.41731
766,2019,0.14286,0.13571,0.29018,0.43125
767,2019,0.14959,0.20014,0.30902,0.34125
768,2019,0.36402,0.27642,0.25413,0.10543
769,2019,0.3782,0.26372,0.24543,0.11266
770,2019,0.11686,0.18173,0.32632,0.37509
771,2019,0.17819,0.26507,0.24557,0.31117
772,2019,0.39334,0.28549,0.2089,0.11227
773,2019,0.30674,0.34539,0.24589,0.10197
774,2019,0.31946,0.32752,0.25503,0.09799
775,2019,0.31948,0.35863,0.24118,0.08072
776,2019,0.28464,0.3633,0.25468,0.09738
777,2019,0.31332,0.34389,0.25109,0.0917
778,2019,0.26923,0.33974,0.29487,0.09615
779,2019,0.39546,0.34437,0.193,0.06717
780,2019,0.32025,0.32128,0.2624,0.09607
781,2019,0.33506,0.30181,0.23359,0.12953
782,2019,0.40294,0.26209,0.22915,0.10582
783,2019,0.3724,0.26351,0.26101,0.10308
784,2019,0.39806,0.25471,0.25928,0.08795
785,2019,0.34158,0.28412,0.27853,0.09577
786,2019,0.13443,0.20328,0.31148,0.35082
787,2019,0.12245,0.22449,0.2381,0.41497
788,2019,0.09114,0.19241,0.3038,0.41266
789,2019,0.0828,0.13376,0.3758,0.40764
790,2019,0.32415,0.29855,0.26763,0.10966
791,2019,0.06798,0.15351,0.32895,0.44956
792,2019,0.11182,0.1802,0.33191,0.37607
793,2019,0.26829,0.34495,0.31359,0.07317
794,2019,0.26829,0.34495,0.31359,0.07317
795,2019,0.34189,0.29522,0.27421,0.08868
796,2019,0.29493,0.36923,0.24353,0.09231
797,2019,0.43182,0.38636,0.10227,0.07955
798,2019,0.48783,0.32809,0.12576,0.05832
799,2019,0.45263,0.33368,0.14737,0.06632
800,2019,0.45263,0.33368,0.14737,0.06632
801,2019,0.41066,0.36888,0.16282,0.05764
802,2019,0.46458,0.35104,0.12188,0.0625
804,2019,0.42688,0.38735,0.14229,0.04348
805,2019,0.48227,0.33035,0.11795,0.06943
806,2019,0.48555,0.31873,0.12768,0.06803
807,2019,0.48555,0.31873,0.12768,0.06803
808,2019,0.28977,0.30548,0.30648,0.09826
809,2019,0.27845,0.29816,0.3007,0.1227
810,2019,0.30058,0.3237,0.30636,0.06936
811,2019,0.30058,0.3237,0.30636,0.06936
812,2019,0.36957,0.35507,0.22464,0.05072
813,2019,0.27273,0.27273,0.18182,0.27273
814,2019,0.27273,0.27273,0.18182,0.27273
815,2019,0.40325,0.30679,0.18228,0.10768
816,2019,0.32988,0.32705,0.22714,0.11593
817,2019,0.36948,0.30877,0.20584,0.11591
818,2019,0.47381,0.38571,0.10905,0.03143
819,2019,0.71875,0.25,0.03125,0
820,2019,0.35315,0.32343,0.20221,0.12121
821,2019,0.35315,0.32343,0.20221,0.12121
822,2019,0.16036,0.19468,0.28431,0.36064
823,2019,0.16116,0.20126,0.27358,0.36399
824,2019,0.15818,0.27098,0.27235,0.29849
825,2019,0.1846,0.23105,0.26528,0.31907
826,2019,0.22816,0.24757,0.23301,0.29126
827,2019,0.09787,0.14894,0.30213,0.45106
828,2019,0.11392,0.11392,0.35443,0.41772
829,2019,0.18584,0.12389,0.30088,0.38938
830,2019,0.11468,0.11927,0.31881,0.44725
831,2019,0.05797,0.05797,0.31884,0.56522
832,2019,0.12249,0.1245,0.26104,0.49197
833,2019,0.11391,0.11511,0.29976,0.47122
834,2019,0.14085,0.12676,0.30986,0.42254
835,2019,0.22535,0.16901,0.26056,0.34507
836,2019,0.08824,0.13529,0.26765,0.50882
837,2019,0.12941,0.14118,0.30588,0.42353
838,2019,0.23418,0.20886,0.23418,0.32278
839,2019,0.1405,0.14876,0.30165,0.40909
840,2019,0.19913,0.21645,0.32035,0.26407
841,2019,0.16908,0.28019,0.24155,0.30918
842,2019,0.20852,0.22197,0.23543,0.33408
843,2019,0.21442,0.22736,0.26248,0.29575
844,2019,0.1893,0.20782,0.22531,0.37757
845,2019,0.14894,0.16667,0.21277,0.47163
846,2019,0.16478,0.11447,0.20881,0.51195
847,2019,0.16667,0.14341,0.20543,0.4845
848,2019,0.11556,0.16889,0.23556,0.48
849,2019,0.12264,0.13208,0.30189,0.4434
850,2019,0.08451,0.11066,0.23944,0.56539
851,2019,0.23432,0.17932,0.23102,0.35534
852,2019,0.22774,0.22089,0.24144,0.30993
