Geo,Year,Latitude,Longitude
602,2019,29.73175934,-95.35408665
603,2019,29.73611224,-95.3529577
604,2019,29.72931919,-95.34358736
605,2019,29.7310314,-95.36397889
606,2019,29.72738792,-95.3561626
607,2019,29.72191935,-95.36221276
608,2019,29.72110985,-95.35493574
609,2019,29.72492309,-95.36025824
610,2019,29.73622065,-95.37946092
611,2019,29.73673493,-95.3803624
612,2019,29.73371224,-95.37411239
613,2019,29.73478765,-95.37707559
614,2019,29.73305234,-95.38326416
615,2019,29.73303542,-95.38205551
616,2019,29.7343104,-95.38097243
617,2019,29.73483784,-95.38186017
618,2019,29.73349306,-95.37917858
619,2019,29.73043044,-95.37925675
620,2019,29.73179177,-95.37727559
621,2019,29.72830149,-95.3754232
622,2019,29.73039898,-95.37437662
623,2019,29.73201519,-95.3735361
624,2019,29.7287668,-95.37119067
625,2019,29.72633981,-95.36768748
626,2019,29.71435576,-95.38059616
627,2019,29.71796052,-95.37966549
628,2019,29.72130764,-95.37861881
629,2019,29.72533609,-95.3771066
630,2019,29.7154956,-95.37524317
631,2019,29.71884372,-95.37397372
632,2019,29.72210071,-95.372123
633,2019,29.71290636,-95.36531357
634,2019,29.7152735,-95.35711375
635,2019,29.71783448,-95.36446672
636,2019,29.72057735,-95.34974495
637,2019,29.71798005,-95.34132428
644,2019,29.71497653,-95.32264909
645,2019,29.71990274,-95.33165785
647,2019,29.70332942,-95.34329396
649,2019,29.70179971,-95.33237567
650,2019,29.70185538,-95.32268016
651,2019,29.70704417,-95.32610202
652,2019,29.70485067,-95.3159737
653,2019,29.71016317,-95.31239372
655,2019,29.70691838,-95.36773177
657,2019,29.70617159,-95.35351963
658,2019,29.70971125,-95.34167492
659,2019,29.69863722,-95.36650401
660,2019,29.686546,-95.35973608
661,2019,29.6974234,-95.35521028
662,2019,29.69718984,-95.34388257
663,2019,29.69048988,-95.33263418
664,2019,29.69323705,-95.33515539
666,2019,29.6857034,-95.34939525
667,2019,29.69197706,-95.3459554
669,2019,29.69801178,-95.31863724
670,2019,29.69988243,-95.3059089
671,2019,29.69892868,-95.29757883
672,2019,29.7045157,-95.30278463
674,2019,29.68336556,-95.37324311
675,2019,29.69050422,-95.37043665
676,2019,29.72502505,-95.38508637
677,2019,29.72662221,-95.38771259
679,2019,29.73022539,-95.38542457
680,2019,29.72996748,-95.38436129
681,2019,29.72270094,-95.38134332
682,2019,29.72735124,-95.38108588
683,2019,29.70130987,-95.38958346
685,2019,29.69975958,-95.39722433
687,2019,29.69601179,-95.38181329
688,2019,29.70470165,-95.38265618
689,2019,29.68347064,-95.38695705
690,2019,29.68906415,-95.38533054
691,2019,29.68118177,-95.4185887
692,2019,29.68845239,-95.41568788
693,2019,29.70264999,-95.40531575
694,2019,29.6979548,-95.40328939
695,2019,29.6954389,-95.40917865
696,2019,29.69335076,-95.4027791
697,2019,29.68796573,-95.40798792
699,2019,29.68871065,-95.40155716
700,2019,29.68721844,-95.39759708
702,2019,29.69551406,-95.39009234
703,2019,29.68263255,-95.39951469
704,2019,29.68324753,-95.39387084
705,2019,29.72820818,-95.4062222
706,2019,29.72837421,-95.40075232
707,2019,29.72865873,-95.3953081
708,2019,29.72401037,-95.39486951
709,2019,29.72956074,-95.38882124
710,2019,29.73335551,-95.38486131
711,2019,29.71272651,-95.44418018
712,2019,29.71960358,-95.43402714
713,2019,29.72029013,-95.42308692
714,2019,29.71059808,-95.42295849
715,2019,29.71052054,-95.43418009
716,2019,29.716315,-95.41556366
717,2019,29.72149167,-95.41561807
718,2019,29.7210513,-95.40764473
719,2019,29.72432464,-95.40616556
721,2019,29.71069602,-95.41550612
722,2019,29.71370766,-95.40537807
723,2019,29.70434622,-95.40930411
724,2019,29.70166789,-95.4145729
727,2019,29.69863735,-95.40889451
728,2019,29.69772999,-95.443835
729,2019,29.69868657,-95.43395302
730,2019,29.70121592,-95.42279571
731,2019,29.68535495,-95.43298881
732,2019,29.68939638,-95.42390905
733,2019,29.69418027,-95.41708885
734,2019,29.68236723,-95.45057176
735,2019,29.68481195,-95.44320427
736,2019,29.68613141,-95.45380413
737,2019,29.70221455,-95.45497427
738,2019,29.69392055,-95.45489784
739,2019,29.69780618,-95.44925115
740,2019,29.71853269,-95.45563766
741,2019,29.72206018,-95.44981994
742,2019,29.71508392,-95.45661512
743,2019,29.71004497,-95.45510782
744,2019,29.71142347,-95.44941837
745,2019,29.73973668,-95.45296899
746,2019,29.73527862,-95.45346925
747,2019,29.73153624,-95.45350797
748,2019,29.72342661,-95.45573727
749,2019,29.72804279,-95.45523616
750,2019,29.7569115,-95.47250767
751,2019,29.76525125,-95.46443666
752,2019,29.75750538,-95.46080447
753,2019,29.75628705,-95.46530205
754,2019,29.78095689,-95.48038006
755,2019,29.78142429,-95.47177808
756,2019,29.76981036,-95.46090133
757,2019,29.77540152,-95.4717687
758,2019,29.777826,-95.46128019
759,2019,29.77759488,-95.45751348
760,2019,29.78187998,-95.46346394
761,2019,29.76225751,-95.45910992
762,2019,29.75837756,-95.49826798
763,2019,29.76426375,-95.48633392
764,2019,29.76765199,-95.47330257
765,2019,29.75283568,-95.4982803
766,2019,29.75380662,-95.49065917
767,2019,29.75569544,-95.48137033
768,2019,29.74392469,-95.49840692
769,2019,29.74367099,-95.49060526
770,2019,29.74415259,-95.48131474
771,2019,29.74092738,-95.51408454
772,2019,29.74369315,-95.50438146
773,2019,29.73270464,-95.54390806
774,2019,29.732557,-95.55308887
775,2019,29.72558724,-95.54415399
776,2019,29.72522873,-95.55282722
777,2019,29.72118484,-95.54420062
778,2019,29.72059175,-95.55273233
779,2019,29.73296097,-95.53388318
780,2019,29.73316329,-95.52445372
781,2019,29.73342761,-95.51572592
782,2019,29.73395281,-95.50621841
783,2019,29.73466641,-95.49831851
784,2019,29.73474346,-95.49269495
785,2019,29.73469759,-95.48701439
786,2019,29.73347318,-95.48036429
787,2019,29.73671865,-95.48039415
788,2019,29.73341713,-95.47247261
789,2019,29.73674332,-95.47239798
790,2019,29.72798039,-95.4935073
791,2019,29.72885118,-95.48036149
792,2019,29.72895207,-95.4723646
793,2019,29.72555028,-95.51724946
794,2019,29.72398833,-95.50778839
795,2019,29.72786626,-95.50702198
796,2019,29.72479246,-95.52986305
797,2019,29.70824723,-95.55416508
798,2019,29.70855555,-95.54752769
799,2019,29.70948768,-95.54122088
800,2019,29.71424897,-95.55416708
801,2019,29.71422534,-95.54877768
802,2019,29.71596064,-95.54259489
804,2019,29.71807773,-95.54761452
805,2019,29.70988283,-95.52983063
806,2019,29.71614608,-95.529282
807,2019,29.71906921,-95.52872863
808,2019,29.71353807,-95.51711465
809,2019,29.71443804,-95.50780471
810,2019,29.72005879,-95.51059772
811,2019,29.7209107,-95.4978415
812,2019,29.70344329,-95.51780847
813,2019,29.70740885,-95.51604923
814,2019,29.69084225,-95.53134715
815,2019,29.69919874,-95.52954139
816,2019,29.69703697,-95.55440675
817,2019,29.69763097,-95.54471754
818,2019,29.68182132,-95.55386795
819,2019,29.67833074,-95.54496288
820,2019,29.68589213,-95.54303972
821,2019,29.68697344,-95.53489473
822,2019,29.75306005,-95.55008327
823,2019,29.7423231,-95.54784572
824,2019,29.74177873,-95.53389067
825,2019,29.74194574,-95.52569685
826,2019,29.74896906,-95.53544571
827,2019,29.77239332,-95.48720273
828,2019,29.75486376,-95.50312918
829,2019,29.76096511,-95.5042451
830,2019,29.77074291,-95.50525576
831,2019,29.78125566,-95.50340713
832,2019,29.77600049,-95.49708
833,2019,29.78013719,-95.48878882
834,2019,29.76624652,-95.49605834
835,2019,29.76814267,-95.52002571
836,2019,29.77005584,-95.51324699
837,2019,29.75417037,-95.50882957
838,2019,29.75682719,-95.52009695
839,2019,29.75809281,-95.51323787
840,2019,29.7487655,-95.52683984
841,2019,29.74771136,-95.51566823
842,2019,29.76611905,-95.53390346
843,2019,29.76317396,-95.52604148
844,2019,29.77093158,-95.54120095
845,2019,29.77590944,-95.53482251
846,2019,29.78113258,-95.53812556
847,2019,29.77643016,-95.52650877
848,2019,29.78168233,-95.52655059
849,2019,29.77855081,-95.5194425
850,2019,29.78068663,-95.5117276
851,2019,29.7750583,-95.54879987
852,2019,29.77396582,-95.55695155
853,2019,29.78165842,-95.55865389
854,2019,29.759963,-95.54635887
855,2019,29.76560053,-95.55595314
856,2019,29.75594261,-95.53631068
857,2019,29.78953418,-95.5071949
858,2019,29.79668176,-95.51015833
859,2019,29.78889255,-95.49521424
860,2019,29.79087887,-95.48860975
861,2019,29.81361583,-95.48118528
862,2019,29.80688332,-95.48015198
863,2019,29.80606671,-95.47102042
864,2019,29.79833008,-95.46528969
865,2019,29.79824241,-95.46001991
866,2019,29.78962652,-95.46503107
867,2019,29.78900397,-95.45933307
868,2019,29.79013157,-95.45445377
869,2019,29.78952528,-95.48035432
871,2019,29.78789105,-95.47189726
872,2019,29.79876161,-95.48042309
873,2019,29.79872455,-95.47198788
874,2019,29.8271043,-95.51615001
875,2019,29.82762837,-95.50303028
876,2019,29.82239436,-95.50352119
877,2019,29.82044679,-95.49174715
878,2019,29.81440797,-95.49342221
879,2019,29.80699936,-95.49295996
880,2019,29.79928816,-95.50503568
881,2019,29.79894293,-95.49308373
882,2019,29.80658264,-95.51350989
883,2019,29.80701937,-95.50373111
884,2019,29.81575183,-95.51696874
885,2019,29.81615725,-95.50500787
886,2019,29.82730865,-95.53557285
887,2019,29.82688544,-95.5246934
888,2019,29.81650782,-95.53520527
889,2019,29.81688251,-95.52488868
890,2019,29.80313729,-95.53552642
891,2019,29.80291042,-95.52052607
892,2019,29.78820085,-95.53766594
893,2019,29.7927597,-95.53900106
894,2019,29.7868213,-95.52642562
895,2019,29.79085735,-95.52676549
896,2019,29.79481961,-95.52762759
897,2019,29.78942028,-95.51778847
898,2019,29.79661236,-95.51848563
899,2019,29.80169246,-95.55844852
900,2019,29.80191,-95.54931595
901,2019,29.78795083,-95.55338219
902,2019,29.82251493,-95.48065908
903,2019,29.80466959,-95.46169101
904,2019,29.81037014,-95.46590056
905,2019,29.81662861,-95.47711699
906,2019,29.81698971,-95.47023391
908,2019,29.80177918,-95.4550534
909,2019,29.83786289,-95.49828604
910,2019,29.83162992,-95.49661925
911,2019,29.82927726,-95.48654695
912,2019,29.85411635,-95.53934755
913,2019,29.84088664,-95.53777329
914,2019,29.83571821,-95.51198395
915,2019,29.83874796,-95.52036981
916,2019,29.84160277,-95.5274199
917,2019,29.85805973,-95.53253239
918,2019,29.86764524,-95.54878349
919,2019,29.85368561,-95.51949651
920,2019,29.84653674,-95.51424487
921,2019,29.83933731,-95.50955062
922,2019,29.84385136,-95.50181339
923,2019,29.81633677,-95.3961514
924,2019,29.81682388,-95.3850585
925,2019,29.82102537,-95.46471081
926,2019,29.82500521,-95.46630466
927,2019,29.81671513,-95.46222785
928,2019,29.80812554,-95.44979746
929,2019,29.81427911,-95.45201857
930,2019,29.81427672,-95.4373994
931,2019,29.81524074,-95.4199376
932,2019,29.81616019,-95.40491831
933,2019,29.83443861,-95.41985083
934,2019,29.83230813,-95.40629808
935,2019,29.84221289,-95.40700465
936,2019,29.82349091,-95.40494366
937,2019,29.82307571,-95.39725363
938,2019,29.82264419,-95.42031901
939,2019,29.83179047,-95.39329974
940,2019,29.8397422,-95.39575482
941,2019,29.82403475,-95.38959277
942,2019,29.82339048,-95.38178136
943,2019,29.86368768,-95.40875308
944,2019,29.85303332,-95.407463
945,2019,29.85012631,-95.39976466
946,2019,29.86091498,-95.41756951
947,2019,29.84481605,-95.46529017
948,2019,29.85509771,-95.4683359
949,2019,29.86086706,-95.47610577
950,2019,29.85665943,-95.46181372
951,2019,29.8545829,-95.45161408
952,2019,29.84383082,-95.45056913
953,2019,29.85566869,-95.43688965
954,2019,29.84403432,-95.43556922
955,2019,29.85294161,-95.42253043
956,2019,29.84409154,-95.41998504
957,2019,29.83665774,-95.46043074
958,2019,29.83746788,-95.44934332
959,2019,29.83508534,-95.43589322
960,2019,29.82359095,-95.43757898
961,2019,29.82104207,-95.45466725
962,2019,29.82992749,-95.45823179
963,2019,29.82608433,-95.44956917
964,2019,29.83805732,-95.48567342
965,2019,29.83679528,-95.47771672
966,2019,29.83635577,-95.46915482
967,2019,29.82997346,-95.47619448
968,2019,29.82987922,-95.46672357
969,2019,29.85759695,-95.51261122
970,2019,29.86351316,-95.51511431
971,2019,29.84622448,-95.49181442
972,2019,29.84860905,-95.49996943
973,2019,29.85390393,-95.49501907
974,2019,29.858886,-95.50279157
975,2019,29.8614757,-95.49369786
976,2019,29.85560356,-95.48289692
977,2019,29.86089893,-95.48070713
978,2019,29.84538731,-95.48129981
979,2019,29.84400641,-95.47145457
980,2019,29.90346982,-95.47412323
981,2019,29.90608022,-95.4880135
982,2019,29.9149426,-95.49113816
983,2019,29.88721143,-95.45853505
984,2019,29.87367774,-95.44308624
985,2019,29.87747848,-95.4538198
986,2019,29.86644679,-95.46519191
987,2019,29.86713377,-95.45268055
988,2019,29.86686281,-95.439277
989,2019,29.88898863,-95.48628838
990,2019,29.89719452,-95.48693828
991,2019,29.87590074,-95.48017693
992,2019,29.88956134,-95.46953883
993,2019,29.89672702,-95.4722569
994,2019,29.8757466,-95.46767788
995,2019,29.8925686,-95.45095503
996,2019,29.89148529,-95.43747527
997,2019,29.8912812,-95.42812659
998,2019,29.87937234,-95.43754928
999,2019,29.89412417,-95.41936316
1000,2019,29.88477765,-95.41560513
1001,2019,29.87786328,-95.42164248
1002,2019,29.86840946,-95.42492884
1004,2019,29.94734354,-95.42423678
1006,2019,29.93039204,-95.4427524
1007,2019,29.93424141,-95.42290791
1008,2019,29.91886914,-95.43664625
1009,2019,29.92279169,-95.42049652
1010,2019,29.90632817,-95.42696459
1011,2019,29.91009818,-95.4347423
1012,2019,29.90675441,-95.41791316
1013,2019,29.94259206,-95.51210265
1014,2019,29.9422003,-95.50231063
1015,2019,29.94562102,-95.52248138
1016,2019,29.93193412,-95.50349435
1017,2019,29.94265658,-95.49110161
1018,2019,29.94149513,-95.47205565
1019,2019,29.90979536,-95.47493883
1020,2019,29.91800999,-95.48650198
1021,2019,29.92590769,-95.49512316
1022,2019,29.92969315,-95.48822912
1023,2019,29.92433019,-95.47035076
1024,2019,29.92489423,-95.45481813
1025,2019,29.93338286,-95.47026916
1026,2019,29.90493868,-95.46343999
1027,2019,29.91506579,-95.46928938
1028,2019,29.90459726,-95.45016331
1029,2019,29.90389478,-95.43805498
1030,2019,29.91555766,-95.45196599
1031,2019,29.901042,-95.51269391
1032,2019,29.91310996,-95.51709399
1033,2019,29.9029729,-95.49856424
1034,2019,29.91188077,-95.50263259
1035,2019,29.91988978,-95.50430859
1036,2019,29.88687931,-95.51551453
1037,2019,29.88588973,-95.50127618
1038,2019,29.87056967,-95.51617522
1039,2019,29.87015076,-95.49841044
1040,2019,29.87112783,-95.48826355
1041,2019,29.87977314,-95.49168833
1042,2019,29.81219444,-95.34550849
1043,2019,29.81132046,-95.3387042
1044,2019,29.81760176,-95.34729987
1045,2019,29.81767598,-95.33910442
1046,2019,29.84450697,-95.338399
1047,2019,29.85284896,-95.33730461
1048,2019,29.82559375,-95.33927766
1049,2019,29.83512678,-95.33869147
1050,2019,29.82126615,-95.35393669
1051,2019,29.82533777,-95.34830845
1052,2019,29.83331914,-95.34904512
1053,2019,29.84292136,-95.35001629
1054,2019,29.85363758,-95.35508209
1055,2019,29.86518948,-95.35661962
1056,2019,29.85450371,-95.34453353
1057,2019,29.864662,-95.34447604
1058,2019,29.86708905,-95.33695077
1059,2019,29.87518585,-95.35977427
1060,2019,29.88676239,-95.36142079
1061,2019,29.87537572,-95.34826662
1062,2019,29.88635212,-95.3497114
1063,2019,29.89771707,-95.36349689
1064,2019,29.89720543,-95.34314416
1065,2019,29.88573064,-95.32864194
