Geo,Year,MixUseProp
503,2019,0.577777778
504,2019,0.052941176
505,2019,0.223809524
506,2019,0.972972973
507,2019,0.179775281
508,2019,0
511,2019,0
512,2019,0
517,2019,0.431372549
518,2019,0.014245014
519,2019,0
520,2019,0
521,2019,0
523,2019,0
524,2019,0.125
526,2019,1
527,2019,0
528,2019,0.391812865
530,2019,0
531,2019,0
532,2019,0
533,2019,1
536,2019,1
537,2019,0.002358491
538,2019,1
539,2019,0.786259542
540,2019,0
541,2019,1
542,2019,1
544,2019,0.674556213
545,2019,0
547,2019,1
548,2019,1
549,2019,1
550,2019,1
551,2019,1
553,2019,1
554,2019,1
555,2019,1
556,2019,1
557,2019,0.595505618
561,2019,0
562,2019,0
563,2019,0
564,2019,0.7112922
565,2019,1
566,2019,1
567,2019,1
568,2019,0.794715447
569,2019,1
570,2019,0.951986755
571,2019,1
572,2019,1
573,2019,0.840369393
574,2019,1
575,2019,1
576,2019,0.615503876
577,2019,1
578,2019,0.790575916
579,2019,0.909090909
580,2019,1
581,2019,0.530720339
582,2019,0.776847978
583,2019,0.930521092
584,2019,0.96
585,2019,0
586,2019,0
587,2019,0.021164021
588,2019,0
589,2019,0.884931507
590,2019,0.893530997
591,2019,0.994974874
592,2019,0.98490566
593,2019,0.980815348
594,2019,0.29787234
595,2019,0.090909091
596,2019,0.64940239
597,2019,0.101398601
598,2019,1
599,2019,0.817109145
600,2019,0.192307692
601,2019,0.924242424
602,2019,0.447632712
603,2019,0.851010101
604,2019,0.789865872
605,2019,1
606,2019,0.776280323
607,2019,0
608,2019,0.944134078
609,2019,1
610,2019,1
611,2019,1
612,2019,0.111111111
613,2019,0.829457364
614,2019,0
615,2019,1
616,2019,1
617,2019,1
618,2019,1
619,2019,1
620,2019,1
621,2019,1
622,2019,1
623,2019,1
624,2019,1
625,2019,1
626,2019,1
627,2019,1
628,2019,1
629,2019,1
630,2019,0.751633987
631,2019,1
632,2019,1
633,2019,0.538017324
634,2019,0
635,2019,0.863787375
636,2019,0
637,2019,0.001398601
644,2019,0.235521236
645,2019,0
647,2019,0.416129032
649,2019,0.893854749
650,2019,0.066225166
651,2019,1
652,2019,0.810444874
653,2019,1
655,2019,0.884
657,2019,0.268096515
658,2019,0.537383178
659,2019,0.991432069
660,2019,0.011795544
661,2019,0.739707835
662,2019,0.998643148
663,2019,0.986206897
664,2019,0.828496042
666,2019,0
667,2019,0.381112985
669,2019,1
670,2019,1
671,2019,0.595307918
672,2019,1
674,2019,0.936981758
675,2019,0.555645161
676,2019,1
677,2019,1
679,2019,1
680,2019,1
681,2019,1
682,2019,1
683,2019,0
685,2019,0
687,2019,0.028253425
688,2019,0.00E+00
689,2019,1
690,2019,1
691,2019,0.27620784
692,2019,0
693,2019,0
694,2019,0
695,2019,0
696,2019,0
697,2019,0
699,2019,0
700,2019,1
702,2019,0.319057816
703,2019,1
704,2019,1
705,2019,1
706,2019,1
707,2019,1
708,2019,0.995670996
709,2019,1
710,2019,1
711,2019,1
712,2019,0.844725738
713,2019,0.884929473
714,2019,1
715,2019,1
716,2019,1
717,2019,0.633147114
718,2019,0.020283976
719,2019,0.437632135
721,2019,0.962825279
722,2019,0.003451251
723,2019,0
724,2019,0.899649942
727,2019,0
728,2019,0.755932203
729,2019,0.335439705
730,2019,0.781681305
731,2019,0.495538778
732,2019,0.806240929
733,2019,1
734,2019,0.935779817
735,2019,0.120781528
736,2019,0.495335821
737,2019,0.074585635
738,2019,0.561719834
739,2019,0.278571429
740,2019,0.5625
741,2019,1
742,2019,0.084745763
743,2019,0.400998336
744,2019,1
745,2019,0.1
746,2019,0.27187206
747,2019,0.648044693
748,2019,0.146500593
749,2019,1
750,2019,0.384991843
751,2019,0
752,2019,0
753,2019,0
754,2019,1
755,2019,1
756,2019,0.015841584
757,2019,0.846715328
758,2019,0.155963303
759,2019,0
760,2019,0.428571429
761,2019,0
762,2019,1
763,2019,1
764,2019,0.732793522
765,2019,1
766,2019,1
767,2019,0.758737699
768,2019,0.522779923
769,2019,0.507490637
770,2019,0.237031521
771,2019,1
772,2019,0.622792937
773,2019,0.341489362
774,2019,0
775,2019,0.776487663
776,2019,0
777,2019,0.943231441
778,2019,0
779,2019,1
780,2019,1
781,2019,1
782,2019,0.999299229
783,2019,1
784,2019,1
785,2019,0.475964794
786,2019,0.157377049
787,2019,0
788,2019,0
789,2019,0
790,2019,0.69014733
791,2019,0.979674797
792,2019,0.094623656
793,2019,0.066202091
794,2019,0
795,2019,0.646441074
796,2019,0.993245779
797,2019,0
798,2019,0.131969309
799,2019,1
800,2019,0
801,2019,0.556195965
802,2019,1
804,2019,0
805,2019,0.818962299
806,2019,1
807,2019,0
808,2019,1
809,2019,0.23394787
810,2019,0
811,2019,0
812,2019,0
813,2019,1
814,2019,0
815,2019,0.484015704
816,2019,0.317335945
817,2019,0.608851285
818,2019,1
819,2019,0
820,2019,0.713952131
821,2019,0
822,2019,0.217146873
823,2019,0.309392265
824,2019,1
825,2019,1
826,2019,0.54368932
827,2019,0.791304348
828,2019,0.294871795
829,2019,0
830,2019,0
831,2019,0
832,2019,0.063136456
833,2019,0.117008444
834,2019,0.021126761
835,2019,0
836,2019,0
837,2019,0.036144578
838,2019,0
839,2019,0
840,2019,0.441558442
841,2019,0.565853659
842,2019,0.246013667
843,2019,0
844,2019,0.236263736
845,2019,0.036363636
846,2019,0
847,2019,0
848,2019,0
849,2019,0
850,2019,0
851,2019,0.354983203
852,2019,0.492146597
853,2019,0
854,2019,0
855,2019,0.126187246
856,2019,0
857,2019,0.625609756
858,2019,1
859,2019,0.875
860,2019,1
861,2019,0
862,2019,0.835694051
863,2019,0.35
864,2019,0.906862745
865,2019,0
866,2019,0.753378378
867,2019,0
868,2019,0
869,2019,1
871,2019,1
872,2019,1
873,2019,1
874,2019,0.304379562
875,2019,0.281661601
876,2019,0.537537538
877,2019,0
878,2019,1
879,2019,1
880,2019,1
881,2019,1
882,2019,1
883,2019,1
884,2019,0.60235732
885,2019,0.421333333
886,2019,0.786964981
887,2019,0.844221106
888,2019,0.90017138
889,2019,1
890,2019,0.93883357
891,2019,1
892,2019,0.138676845
893,2019,1
894,2019,0
895,2019,0.203651685
896,2019,0.828947368
897,2019,0.120218579
898,2019,1
899,2019,0.348824786
900,2019,0.843094722
901,2019,0
902,2019,0.52
903,2019,0
904,2019,0
905,2019,0
906,2019,0
908,2019,0
909,2019,0.107142857
910,2019,0.03630363
911,2019,0.840461643
912,2019,0
913,2019,0.036908881
914,2019,0
915,2019,0
916,2019,0
917,2019,0
918,2019,0
919,2019,0
920,2019,0
921,2019,0
922,2019,0
923,2019,0.751396648
924,2019,0.514242879
925,2019,0.882352941
926,2019,0.839968774
927,2019,0
928,2019,0
929,2019,0.480162308
930,2019,0
931,2019,0.039861352
932,2019,0.796875
933,2019,0.262672811
934,2019,0.969571231
935,2019,1
936,2019,0.081081081
937,2019,0.289361702
938,2019,0.629177378
939,2019,0.529553679
940,2019,0.809605489
941,2019,0.854732896
942,2019,0
943,2019,0
944,2019,6.78E-01
945,2019,0.892156863
946,2019,0.213649852
947,2019,0.278350515
948,2019,0.901639344
949,2019,0.964208243
950,2019,0
951,2019,0
952,2019,0
953,2019,0
954,2019,0
955,2019,0
956,2019,0.14384509
957,2019,0.003787879
958,2019,0
959,2019,0.003081664
960,2019,0.538405267
961,2019,0.555140187
962,2019,0
963,2019,0.090232558
964,2019,0
965,2019,1
966,2019,0.595180723
967,2019,0.971764706
968,2019,0.55988024
969,2019,0.404558405
970,2019,0
971,2019,0.071428571
972,2019,0
973,2019,0.092631579
974,2019,0.092519685
975,2019,0
976,2019,0.384562371
977,2019,0
978,2019,0.282877317
979,2019,0.381443299
980,2019,0
981,2019,0
982,2019,1
983,2019,0
984,2019,0
985,2019,0
986,2019,0
987,2019,0
988,2019,0
989,2019,0
990,2019,0
991,2019,0.028184893
992,2019,0
993,2019,0
994,2019,0
995,2019,0
996,2019,0
997,2019,0
998,2019,0
999,2019,0
1000,2019,0.417721519
1001,2019,0.171710526
1002,2019,0.004854369
1004,2019,0
1006,2019,0
1007,2019,0
1008,2019,0
1009,2019,0
1010,2019,0
1011,2019,0
1012,2019,0
1013,2019,0
1014,2019,0
1015,2019,0
1016,2019,0.732394366
1017,2019,0.639175258
1018,2019,0.200471698
1019,2019,0
1020,2019,0.896078431
1021,2019,1
1022,2019,0.297567954
1023,2019,0
1024,2019,0
1025,2019,0
1026,2019,0
1027,2019,0
1028,2019,0
1029,2019,0
1030,2019,0
1031,2019,0
1032,2019,0
1033,2019,0
1034,2019,0
1035,2019,0.241838774
1036,2019,0
1037,2019,0
1038,2019,0.113712375
1039,2019,0.26659751
1040,2019,0.440613027
1041,2019,0
1042,2019,0
1043,2019,0
1044,2019,0
1045,2019,0
1046,2019,1
1047,2019,0.484848485
1048,2019,0
1049,2019,0.146435453
1050,2019,0
1051,2019,0
1052,2019,0.008633094
1053,2019,0.646953405
1054,2019,0.164227642
1055,2019,0
1056,2019,0.293405114
1057,2019,0
1058,2019,0.064285714
1059,2019,0
1060,2019,0
1061,2019,0
1062,2019,0
1063,2019,0
1064,2019,0.137540453
1065,2019,0.048370137
1066,2019,0.626865672
1067,2019,0.898263027
1068,2019,0.015570934
1069,2019,0
1070,2019,0.359116022
1071,2019,0
1072,2019,0.08719346
1073,2019,0
1075,2019,0.00418702
1076,2019,0.445049955
1077,2019,0.284651163
1078,2019,0
1079,2019,0
1080,2019,0
1081,2019,0
1082,2019,0
1083,2019,0.748201439
1084,2019,0.24291498
1085,2019,0
1086,2019,1
1087,2019,1
1088,2019,0.28358209
1089,2019,1
1090,2019,1
1091,2019,1
1092,2019,0.935106383
1093,2019,0.413994169
1094,2019,0.637627433
1095,2019,0.005449591
1096,2019,0.030927835
1097,2019,1
1098,2019,0
1099,2019,0.378326996
1100,2019,0.387945671
1101,2019,0.634803922
1102,2019,0.861799218
1103,2019,1
1104,2019,0.026465028
1105,2019,0.419753086
1106,2019,0.292763158
1107,2019,0.525458248
1108,2019,0
1109,2019,0.186707477
1112,2019,0
1114,2019,0
1116,2019,0
1117,2019,0.528211285
1118,2019,0.84529703
1119,2019,0
1120,2019,0.073286052
1121,2019,0
1122,2019,0
1123,2019,0
1125,2019,0
1126,2019,0
1127,2019,0
1128,2019,0
1129,2019,0
1130,2019,0
1131,2019,0
1132,2019,0
1133,2019,0
1134,2019,0
1135,2019,0
1136,2019,0
1137,2019,0
1138,2019,0
1139,2019,0
1140,2019,0
1141,2019,0
1142,2019,0.005025126
1143,2019,0
1144,2019,0
1145,2019,0.00862069
1146,2019,0.150537634
1147,2019,0
1148,2019,0.12757732
1149,2019,0
1151,2019,0
1152,2019,0
1153,2019,0
1154,2019,0
1155,2019,0
1156,2019,0
1157,2019,0
1158,2019,0
1159,2019,0
1160,2019,0
1161,2019,0
1162,2019,0
1163,2019,0
1164,2019,0
1165,2019,0
1166,2019,0
1167,2019,0
1168,2019,0
1169,2019,0
1170,2019,0
1171,2019,0
1172,2019,0
1173,2019,0
1174,2019,0
1175,2019,0
1176,2019,0
1177,2019,0
1179,2019,0
1180,2019,0
1181,2019,0
1182,2019,0
1183,2019,0
1184,2019,0
1185,2019,0
1186,2019,0
1187,2019,0
1188,2019,0
1189,2019,0
1190,2019,0
1191,2019,0
1192,2019,0
1193,2019,0
1194,2019,0
1195,2019,0.174262735
1196,2019,0
1197,2019,0
1198,2019,0
1199,2019,0
1200,2019,0
1201,2019,0
1202,2019,0
1203,2019,0
1204,2019,0
1205,2019,0
1206,2019,0
1207,2019,0.445747801
1208,2019,0.122374429
1209,2019,0.17985202
1210,2019,1
1211,2019,0.133433283
1212,2019,0.336523126
1213,2019,0.072289157
1215,2019,1
1216,2019,1
1217,2019,0.444444444
1218,2019,0
1219,2019,0
1220,2019,0
1223,2019,0.633763094
1224,2019,0.205804749
1225,2019,0
1226,2019,0
1227,2019,0.668831169
1228,2019,0
1229,2019,0
1230,2019,0
1231,2019,0
1232,2019,0
1233,2019,0
1235,2019,0
1236,2019,0
1237,2019,0
1238,2019,0
1239,2019,0.139982111
1240,2019,0
1241,2019,0.026604069
1242,2019,0.753343239
1243,2019,0
1244,2019,0.526898734
1245,2019,0.254224835
1246,2019,0.630546075
1247,2019,0.200235571
1248,2019,0
1249,2019,0.462787551
1250,2019,0.038028169
1251,2019,1
1252,2019,0
1253,2019,0.2
1254,2019,0
1255,2019,0
1256,2019,0
1259,2019,0.974087161
1260,2019,0.489485981
1261,2019,0.609324759
1262,2019,0
1263,2019,0
1265,2019,0
1266,2019,0
1267,2019,0
1268,2019,0
1269,2019,0
1270,2019,0.09682377
1271,2019,0
1272,2019,0
1274,2019,0.52006552
1275,2019,0
1276,2019,0
1277,2019,0.523287671
1278,2019,0.287255294
1279,2019,0
1280,2019,0
1281,2019,0
1282,2019,0.302857143
1283,2019,0.746701847
1284,2019,0.628510864
1285,2019,0.046901173
1286,2019,0.116666667
1287,2019,0.706146927
1288,2019,0.243830207
1289,2019,0
1290,2019,1
1291,2019,0.177631579
1292,2019,0.956298201
1293,2019,0.996402878
1294,2019,0.151515152
1295,2019,0.213683224
1296,2019,0
1297,2019,0.473404255
1298,2019,0.209734513
1299,2019,0
1301,2019,0.629268293
1302,2019,0.322981366
1303,2019,0.989130435
1304,2019,0.829787234
1305,2019,0.391388175
1306,2019,0.347877358
1307,2019,0
1308,2019,0
1309,2019,0.329545455
1310,2019,0.819466248
1311,2019,0.996996997
1313,2019,0.483005367
1314,2019,0
1315,2019,0.049367089
1316,2019,0
1317,2019,0.097852029
1318,2019,0.482758621
1320,2019,0.925742574
1321,2019,0.269879518
1322,2019,0.607843137
1323,2019,0.994163424
1324,2019,0.153318078
1325,2019,1
1326,2019,1
1327,2019,0.696186962
1328,2019,0.736008448
1329,2019,0.893817204
1330,2019,0.431906615
1331,2019,0.094209162
1332,2019,0.295819936
1333,2019,0.078245916
1334,2019,0.27173913
1335,2019,0.907407407
1336,2019,0.46326707
1337,2019,0.354744526
1338,2019,1
1339,2019,0.826873385
1340,2019,0.109704641
1341,2019,0.270833333
1342,2019,0.162162162
1343,2019,0.073634204
1344,2019,0.116883117
1345,2019,0
1346,2019,0
1347,2019,0
1348,2019,0
1349,2019,0
1350,2019,0
1351,2019,0.983957219
1352,2019,0
1353,2019,0.319559229
1354,2019,0.027586207
1355,2019,0
1356,2019,0.963446475
1357,2019,0.161290323
1358,2019,0
1359,2019,0.802325581
1360,2019,0.020155039
1361,2019,0
1362,2019,0.697557471
1363,2019,0.437710438
1364,2019,0.877081681
1365,2019,0.956521739
1366,2019,0.289189189
1367,2019,0.456740443
1368,2019,0
1369,2019,0
1370,2019,0
1371,2019,1
1372,2019,0.685204617
1373,2019,0.132444444
1374,2019,0
1375,2019,0
1376,2019,0.248603352
1377,2019,0.95508982
1378,2019,0
1379,2019,0
1380,2019,1
1381,2019,1
1382,2019,0.214705882
1383,2019,0.995359629
1384,2019,0.949300699
1385,2019,0.852404643
1386,2019,1
1387,2019,0.568571429
1388,2019,0.095890411
1389,2019,0.817560976
1390,2019,0.758823529
1391,2019,1
1392,2019,0
1393,2019,0.261061947
1394,2019,0.003926702
1395,2019,0.630218688
1396,2019,0.350515464
1398,2019,0
1400,2019,0
1401,2019,0.204172876
1402,2019,0.48395967
1403,2019,0
1404,2019,0.649350649
1405,2019,1
1406,2019,0
1407,2019,0.421052632
1408,2019,0.627036814
1409,2019,0
1410,2019,0
1411,2019,0.05720339
1412,2019,0
1413,2019,0.104669887
1414,2019,0
1416,2019,0
1417,2019,0
1418,2019,0.190283401
1419,2019,0
1420,2019,0
1421,2019,0
1422,2019,0
1423,2019,0
1424,2019,0
1425,2019,0
1426,2019,0
1427,2019,0
1428,2019,5.09E-01
1429,2019,0
1430,2019,0.049311927
1431,2019,0
1432,2019,0
1433,2019,0
1434,2019,0
1435,2019,0
1436,2019,0
1437,2019,0
1438,2019,0
1439,2019,0
1440,2019,0
1441,2019,0
1442,2019,0
1443,2019,0
1444,2019,0
1445,2019,0
1446,2019,0
1447,2019,0
1448,2019,0
1449,2019,0
1450,2019,0
1451,2019,0
1452,2019,0
1453,2019,0
1454,2019,0
1455,2019,0
1456,2019,0
1457,2019,0
1458,2019,0
1459,2019,0
1460,2019,0
1461,2019,0
1462,2019,0
1463,2019,0
1464,2019,0
1465,2019,0
1466,2019,0
1467,2019,0
1468,2019,0
1469,2019,0
1470,2019,0
1471,2019,0
1472,2019,0
1473,2019,0
1474,2019,0
1475,2019,0.462923729
1476,2019,0.002118644
1477,2019,0.694630872
1480,2019,0
1481,2019,0.22327044
1482,2019,0.918604651
1483,2019,0.877358491
1484,2019,0
1485,2019,0.998527246
1487,2019,0
1488,2019,0
1489,2019,0
1490,2019,0
1491,2019,0
1492,2019,0
1493,2019,0.997014925
1494,2019,1
1495,2019,0.244162775
1496,2019,0
1497,2019,0
1498,2019,0
1500,2019,1
1501,2019,0
1502,2019,0
1503,2019,0
1504,2019,0
1505,2019,0.088779285
1506,2019,0
1507,2019,0
1508,2019,0
1509,2019,0
1510,2019,0
1511,2019,0
1512,2019,0
1513,2019,0.017793594
1514,2019,0.69420356
1515,2019,0
1516,2019,0
1517,2019,0.072611465
1518,2019,0
1519,2019,0
1520,2019,0
1521,2019,0
1522,2019,0
1523,2019,0
1524,2019,0
1525,2019,0
1526,2019,0
1527,2019,0
1528,2019,0
1529,2019,0
1530,2019,0
1531,2019,0
1532,2019,0
1533,2019,0
1534,2019,0
1535,2019,0
1536,2019,0
1538,2019,0
1539,2019,0
1540,2019,1
1541,2019,0.388764045
1542,2019,0.566176471
1543,2019,0
1544,2019,0
1545,2019,0
1546,2019,0.084059776
1547,2019,0.994259472
1548,2019,0.686131387
1549,2019,1
1550,2019,1
1551,2019,0.944547135
1552,2019,1
1553,2019,0.257608696
1554,2019,0.005694761
1555,2019,0.2796875
1556,2019,0.236842105
1557,2019,0.420042644
1558,2019,1
1559,2019,0.806532663
1560,2019,0.465553236
1561,2019,0.100990099
1562,2019,0.80030722
1563,2019,0
1564,2019,0.005076142
1565,2019,0.006916996
1566,2019,0
1567,2019,0
1569,2019,0.648774303
1570,2019,1
1571,2019,0.693848355
1572,2019,0.944419742
1573,2019,0
1574,2019,0.719010561
1575,2019,0
1576,2019,1
1577,2019,0.392986699
1578,2019,0
1579,2019,0.156782549
1580,2019,0.006381039
1581,2019,0
1582,2019,0.345535714
1583,2019,0.621212121
1584,2019,1
1585,2019,0.817404427
1586,2019,0.269215128
1587,2019,0.445787989
1588,2019,0.136363636
1589,2019,0.923049519
1590,2019,0.400723654
1591,2019,0
1592,2019,0.36503856
1593,2019,0.164179104
1594,2019,0.437395659
1595,2019,0.805293006
1596,2019,0.828711256
1597,2019,0.816464238
1598,2019,0.076923077
1599,2019,0
1600,2019,0
1601,2019,0.848182884
1602,2019,0.511581067
1603,2019,0.094292804
1604,2019,0.006566242
1605,2019,0
1606,2019,0
1607,2019,0
1608,2019,0.197860963
1609,2019,1
1610,2019,1
1611,2019,0.959252971
1612,2019,0.188432836
1613,2019,0.083576288
1614,2019,1
1615,2019,0.153344209
1616,2019,0.004329004
1617,2019,1
1618,2019,1
1619,2019,0.325
1620,2019,0.739726027
1621,2019,0.432307692
1622,2019,0.658615137
1623,2019,0.709129512
1624,2019,0.24959217
1625,2019,0.783702816
1626,2019,0
1627,2019,0.484780158
1628,2019,0.995391705
1629,2019,1
1630,2019,1
1631,2019,0
1632,2019,0
1633,2019,0
1634,2019,0
1635,2019,0
1636,2019,0
1637,2019,0.535945596
1638,2019,0.416573348
1639,2019,0
1640,2019,0
1641,2019,0.896836314
1642,2019,0
1643,2019,0
1644,2019,0
1645,2019,0.907697434
1647,2019,0.605580216
1648,2019,1
1649,2019,0
1650,2019,1
1651,2019,0
1652,2019,1
1653,2019,0
1654,2019,0
1655,2019,0.794594595
1656,2019,0
1657,2019,0
1658,2019,0
1659,2019,0
1660,2019,0
1661,2019,0
1662,2019,0
1663,2019,0.269784173
1664,2019,0.572930355
1665,2019,0
1666,2019,0.00625
1667,2019,0.370152761
1668,2019,0
1669,2019,0.188983856
1670,2019,0.201570681
1671,2019,1
1672,2019,1
1674,2019,1
1675,2019,0
1677,2019,0.218855219
1678,2019,1
1679,2019,0.875280899
1680,2019,0
1681,2019,0.160305344
1682,2019,0
1683,2019,0.685185185
1684,2019,0.371541502
1686,2019,0
1687,2019,0
1688,2019,0.674573055
1689,2019,0.950639854
1690,2019,0.91011236
1691,2019,0.926829268
1692,2019,0
1693,2019,0
1694,2019,0.093053735
1695,2019,0.772927906
1696,2019,0.000699545
1697,2019,0.771929825
1698,2019,0.921708185
1699,2019,1
1700,2019,1
1701,2019,0.466666667
1702,2019,0
1703,2019,0.012531328
1704,2019,0.325971731
1705,2019,0.161405295
1706,2019,0.630938586
1709,2019,1
1710,2019,0.411347518
1711,2019,0.385354539
1712,2019,0.333906687
1713,2019,0.003813155
1714,2019,0.121136174
1715,2019,0
1716,2019,0.568170299
1717,2019,1
1718,2019,1
1719,2019,0.21369863
1720,2019,0
1721,2019,0.252832132
1722,2019,0.972275951
1723,2019,0.298684876
1724,2019,0.722167729
1725,2019,0.832783705
1726,2019,0.808625337
1727,2019,0.450704225
1728,2019,0.166562304
1729,2019,0.939292543
1730,2019,0.859078591
1731,2019,0.017761989
1732,2019,0.054733728
1733,2019,0.745679817
1734,2019,0.109223301
1735,2019,0.786244842
1737,2019,0.341355288
1738,2019,0.635029354
1739,2019,0
1740,2019,0.175600739
1741,2019,0.541746335
1742,2019,0.390673575
1743,2019,0.501710864
1744,2019,0.163281561
1745,2019,1
1746,2019,0.560509554
1747,2019,0
1748,2019,0
1749,2019,0.140583554
1750,2019,0
1751,2019,0
1752,2019,0.233962264
1753,2019,0.007025761
1754,2019,0.806896552
1755,2019,0.368909513
1756,2019,0
1758,2019,0
1760,2019,0
1761,2019,0
1762,2019,0.949238579
1764,2019,0.599632691
1765,2019,0
1766,2019,0.126819127
1767,2019,0
1770,2019,0
1771,2019,0
1772,2019,0
1773,2019,0
1774,2019,0.49084507
1775,2019,0
1776,2019,0.496124031
1777,2019,0
1778,2019,0
1779,2019,0.680555556
1781,2019,0
1782,2019,0
1783,2019,0
1784,2019,0
1785,2019,0
1786,2019,0
1787,2019,0
1788,2019,0
1790,2019,0
1791,2019,0
1793,2019,0
1794,2019,0
1795,2019,0
1796,2019,0
1797,2019,0
1798,2019,0.416007905
1799,2019,0
1800,2019,0.253670994
1801,2019,0
1802,2019,0.450645564
1803,2019,0
1804,2019,0
1805,2019,0
1806,2019,0
1807,2019,0
1808,2019,0
1809,2019,0
1810,2019,0
1811,2019,0
1812,2019,0
1813,2019,0
1814,2019,0
1815,2019,0
1816,2019,0
1817,2019,0
1818,2019,0
1819,2019,0
1820,2019,0
1821,2019,0
1822,2019,0
1823,2019,0
1824,2019,0
1825,2019,0
1826,2019,0
1827,2019,0
1828,2019,0
1829,2019,0
1830,2019,0
1831,2019,0
1832,2019,0.638078902
1833,2019,0
1834,2019,0
1835,2019,0
1836,2019,0
1837,2019,0
1838,2019,0.195418754
1839,2019,0
1840,2019,0
1841,2019,0
1842,2019,0.280887544
1843,2019,0.302050114
1844,2019,0
1845,2019,0
1846,2019,0.19348659
1847,2019,0
1848,2019,0.646059462
1849,2019,0
1850,2019,0
1851,2019,0
1852,2019,0
1853,2019,0
1854,2019,0.297791798
1856,2019,0
1857,2019,0
1858,2019,0
1860,2019,0
1861,2019,0
1864,2019,0
1865,2019,0.863190184
1866,2019,0.05518018
1867,2019,0.164079823
1868,2019,0.640132304
1869,2019,0.287643484
1870,2019,0.541099108
1871,2019,1
1872,2019,0.310053981
1873,2019,0.711900915
