Geo,Year,EcoProp,ImpProp
697,2019,0,0
699,2019,0,0
700,2019,0,0
702,2019,0,0
703,2019,0,0
704,2019,0,0
705,2019,0,0
706,2019,0,0
707,2019,0,0
708,2019,0,0
709,2019,0,0
710,2019,0,0
711,2019,0,0
712,2019,0,0
713,2019,0,0
714,2019,0,0
715,2019,0,0
716,2019,0,0
717,2019,0,0
718,2019,0,0
719,2019,0,0
721,2019,0,0
722,2019,0,0
723,2019,0,0
724,2019,0,0
727,2019,0,0
728,2019,0,0
729,2019,0,0
730,2019,0,0
731,2019,0,0
732,2019,0,0
733,2019,0,0
734,2019,0,0
735,2019,0,0
736,2019,0,0
737,2019,0,0
738,2019,0,0
739,2019,0,0
740,2019,0,0
741,2019,0,0
742,2019,0,0
743,2019,0,0
744,2019,0,0
745,2019,0,0
746,2019,0,0
747,2019,0,0
748,2019,0,0
749,2019,0,0
750,2019,0,0
751,2019,0,0
752,2019,0,0
753,2019,0,0
754,2019,0,0
755,2019,0,0
756,2019,0,0
757,2019,0,0
758,2019,0,0
759,2019,0,0
760,2019,0,0
761,2019,0,0
762,2019,0,0
763,2019,0,0
764,2019,0,0
765,2019,0,0
766,2019,0,0
767,2019,0,0
768,2019,0,0
769,2019,0,0
770,2019,0,0
771,2019,0,0
772,2019,0,0
773,2019,0,0
774,2019,0,0
775,2019,0,0
776,2019,0,0
777,2019,0,0
778,2019,0,0
779,2019,0,0
780,2019,0,0
781,2019,0,0
782,2019,0,0
783,2019,0,0
784,2019,0,0
785,2019,0,0
786,2019,0,0
787,2019,0,0
788,2019,0,0
789,2019,0,0
790,2019,0,0
791,2019,0,0
792,2019,0,0
793,2019,0,0
794,2019,0,0
795,2019,0,0
796,2019,0,0
797,2019,0,0
798,2019,0,0
799,2019,0,0
800,2019,0,0
801,2019,0,0
802,2019,0,0
804,2019,0,0
805,2019,0,0
806,2019,0,0
807,2019,0,0
808,2019,0,0
809,2019,0,0
810,2019,0,0
811,2019,0,0
812,2019,0,0
813,2019,0,0
814,2019,0,0
815,2019,0,0
816,2019,0,0
817,2019,0,0
818,2019,0,0
819,2019,0,0
820,2019,0,0
821,2019,0,0
822,2019,0,0
823,2019,0,0
824,2019,0,0
825,2019,0,0
826,2019,0,0
827,2019,0,0
828,2019,0,0
829,2019,0,0
830,2019,0,0
831,2019,0,0
832,2019,0,0
833,2019,0,0
834,2019,0,0
835,2019,0,0
836,2019,0,0
837,2019,0,0
838,2019,0,0
839,2019,0,0
840,2019,0,0
841,2019,0,0
842,2019,0,0
843,2019,0,0
844,2019,0,0
845,2019,0,0
846,2019,0,0
847,2019,0,0
848,2019,0,0
849,2019,0,0
850,2019,0,0
851,2019,0,0
852,2019,0,0
853,2019,0,0
854,2019,0,0
855,2019,0,0
856,2019,0,0
857,2019,0,0
858,2019,0,0
859,2019,0,0
860,2019,0,0
861,2019,0,0
862,2019,0,0
863,2019,0,0
864,2019,0,0
865,2019,0,0
866,2019,0,0
867,2019,0,0
868,2019,0,0
869,2019,0,0
871,2019,0,0
872,2019,0,0
873,2019,0,0
874,2019,0,0
875,2019,0,0
876,2019,0,0
877,2019,0,0
878,2019,0,0
879,2019,0,0
880,2019,0,0
881,2019,0,0
882,2019,0,0
883,2019,0,0
884,2019,0,0
885,2019,0,0
886,2019,0,0
887,2019,0,0
888,2019,0,0
889,2019,0,0
890,2019,0,0
891,2019,0,0
892,2019,0,0
893,2019,0,0
894,2019,0,0
895,2019,0,0
896,2019,0,0
897,2019,0,0
898,2019,0,0
899,2019,0,0
900,2019,0,0
901,2019,0,0
902,2019,0,0
903,2019,0,0
904,2019,0,0
905,2019,0,0
906,2019,0,0
908,2019,0,0
909,2019,0,0
910,2019,0,0
911,2019,0,0
912,2019,0,0
913,2019,0,0
914,2019,0,0
915,2019,0,0
916,2019,0,0
917,2019,0,0
918,2019,0,0
919,2019,0,0
920,2019,0,0
921,2019,0,0
922,2019,0,0
923,2019,0,0
924,2019,0,0
925,2019,0,0
926,2019,0,0
927,2019,0,0
928,2019,0,0
929,2019,0,0
930,2019,0,0
931,2019,0,0
932,2019,0,0
933,2019,0,0
934,2019,0,0
935,2019,0,0
936,2019,0,0
937,2019,0,0
938,2019,0,0
939,2019,0,0
940,2019,0,0
941,2019,0,0
942,2019,0,0
943,2019,0,0
944,2019,0,0
945,2019,0,0
946,2019,0,0
947,2019,0,0
948,2019,0,0
949,2019,0,0
950,2019,0,0
951,2019,0,0
952,2019,0,0
953,2019,0,0
954,2019,0,0
955,2019,0,0
956,2019,0,0
957,2019,0,0
958,2019,0,0
959,2019,0,0
960,2019,0,0
961,2019,0,0
962,2019,0,0
963,2019,0,0
964,2019,0,0
965,2019,0,0
966,2019,0,0
967,2019,0,0
968,2019,0,0
969,2019,0,0
970,2019,0,0
971,2019,0,0
972,2019,0,0
973,2019,0,0
974,2019,0,0
975,2019,0,0
976,2019,0,0
977,2019,0,0
978,2019,0,0
979,2019,0,0
980,2019,0,0
981,2019,0,0
982,2019,0,0
983,2019,0,0
984,2019,0,0
985,2019,0,0
986,2019,0,0
987,2019,0,0
988,2019,0,0
989,2019,0,0
990,2019,0,0
991,2019,0,0
992,2019,0,0
993,2019,0,0
994,2019,0,0
995,2019,0,0
996,2019,0,0
997,2019,0,0
998,2019,0,0
999,2019,0,0
1000,2019,0,0
1001,2019,0,0
1002,2019,0,0
1004,2019,0,0
1006,2019,0,0
1007,2019,0,0
1008,2019,0,0
1009,2019,0,0
1010,2019,0,0
1011,2019,0,0
1012,2019,0,0
1013,2019,0,0
1014,2019,0,0
1015,2019,0,0
1016,2019,0,0
1017,2019,0,0
1018,2019,0,0
1019,2019,0,0
1020,2019,0,0
1021,2019,0,0
1022,2019,0,0
1023,2019,0,0
1024,2019,0,0
1025,2019,0,0
1026,2019,0,0
1027,2019,0,0
1028,2019,0,0
1029,2019,0,0
1030,2019,0,0
1031,2019,0,0
1032,2019,0,0
1033,2019,0,0
1034,2019,0,0
1035,2019,0,0
1036,2019,0,0
1037,2019,0,0
1038,2019,0,0
1039,2019,0,0
1040,2019,0,0
1041,2019,0,0
1042,2019,0,0
1043,2019,0,0
1044,2019,0,0
1045,2019,0,0
1046,2019,0,0
1047,2019,0,0
1048,2019,0,0
1049,2019,0,0
1050,2019,0,0
1051,2019,0,0
1052,2019,0,0
1053,2019,0,0
1054,2019,0,0
1055,2019,0,0
1056,2019,0,0
1057,2019,0,0
1058,2019,0,0
1059,2019,0,0
1060,2019,0,0
1061,2019,0,0
1062,2019,0,0
1063,2019,0,0
1064,2019,0,0
1065,2019,0,0
1066,2019,0,0
1067,2019,0,0
1068,2019,0,0
1069,2019,0,0
1070,2019,0,0
1071,2019,0,0
1072,2019,0,0
1073,2019,0,0
1075,2019,0,0
1076,2019,0,0
1077,2019,0,0
1078,2019,0,0
1079,2019,0,0
1080,2019,0,0
1081,2019,0,0
1082,2019,0,0
1083,2019,0,0
1084,2019,0,0
1085,2019,0,0
1086,2019,0,0
1087,2019,0,0
1088,2019,0,0
1089,2019,0,0
1090,2019,0,0
1091,2019,0,0
1092,2019,0,0
1093,2019,0,0
1094,2019,0,0
1095,2019,0,0
1096,2019,0,0
1097,2019,0,0
1098,2019,0,0
1099,2019,0,0
1100,2019,0,0
1101,2019,0,0
1102,2019,0,0
1103,2019,0,0
1104,2019,0,0
1105,2019,0,0
1106,2019,0,0
1107,2019,0,0
1108,2019,0,0
1109,2019,0,0
1112,2019,0,0
1114,2019,0,0
1116,2019,0,0
1117,2019,0,0
1118,2019,0,0
1119,2019,0,0
1120,2019,0,0
1121,2019,0,0
1122,2019,0,0
1123,2019,0,0
1125,2019,0,0
1126,2019,0,0
1127,2019,0,0
1128,2019,0,0
1129,2019,0,0
1130,2019,0,0
1131,2019,0,0
1132,2019,0,0
1133,2019,0,0
1134,2019,0,0
1135,2019,0,0
1136,2019,0,0
1137,2019,0,0
1138,2019,0,0
1139,2019,0,0
1140,2019,0,0
1141,2019,0,0
1142,2019,0,0
1143,2019,0,0
1144,2019,0,0
1145,2019,0,0
1146,2019,0,0
1147,2019,0,0
1148,2019,0,0
1149,2019,0,0
1151,2019,0,0
1152,2019,0,0
1153,2019,0,0
1154,2019,0,0
1155,2019,0,0
1156,2019,0,0
1157,2019,0,0
1158,2019,0,0
1159,2019,0,0
1160,2019,0,0
1161,2019,0,0
1162,2019,0,0
1163,2019,0,0
1164,2019,0,0
1165,2019,0,0
1166,2019,0,0
1167,2019,0,0
1168,2019,0,0
1169,2019,0,0
1170,2019,0,0
1171,2019,0,0
1172,2019,0,0
1173,2019,0,0
1174,2019,0,0
1175,2019,0,0
1176,2019,0,0
1177,2019,0,0
1179,2019,0,0
1180,2019,0,0
1181,2019,0,0
1182,2019,0,0
1183,2019,0,0
1184,2019,0,0
1185,2019,0,0
1186,2019,0,0
1187,2019,0,0
1188,2019,0,0
1189,2019,0,0
1190,2019,0,0
1191,2019,0,0
1192,2019,0,0
1193,2019,0,0
1194,2019,0,0
1195,2019,0,0
1196,2019,0,0
1197,2019,0,0
1198,2019,0,0
1199,2019,0,0
1200,2019,0,0
1201,2019,0,0
1202,2019,0,0
1203,2019,0,0
1204,2019,0,0
1205,2019,0,0
1206,2019,0,0
1207,2019,0,0
1208,2019,0,0
1209,2019,0,0
1210,2019,0,0
1211,2019,0,0
1212,2019,0,0
1213,2019,0,0
1215,2019,0,0
1216,2019,0,0
1217,2019,0,0
1218,2019,0,0
1219,2019,0,0
1220,2019,0,0
1223,2019,0,0
1224,2019,0,0
1225,2019,0,0
1226,2019,0,0
1227,2019,0,0
1228,2019,0,0
1229,2019,0,0
1230,2019,0,0
1231,2019,0,0
1232,2019,0,0
1233,2019,0,0
1235,2019,0,0
1236,2019,0,0
1237,2019,0,0
1238,2019,0,0
1239,2019,0,0
1240,2019,0,0
1241,2019,0,0
1242,2019,0,0
1243,2019,0,0
1244,2019,0,0
1245,2019,0,0
1246,2019,0,0
1247,2019,0,0
1248,2019,0,0
1249,2019,0,0
1250,2019,0,0
1251,2019,0,0
1252,2019,0,0
1253,2019,0,0
1254,2019,0,0
1255,2019,0,0
1256,2019,0,0
1259,2019,0,0
1260,2019,0,0
1261,2019,0,0
1262,2019,0,0
1263,2019,0,0
1265,2019,0,0
1266,2019,0,0
1267,2019,0,0
1268,2019,0,0
1269,2019,0,0
1270,2019,0,0
1271,2019,0,0
1272,2019,0,0
1274,2019,0,0
1275,2019,0,0
1276,2019,0,0
1277,2019,0,0
1278,2019,0,0
1279,2019,0,0
1280,2019,0,0
1281,2019,0,0
1282,2019,0,0
1283,2019,0,0
1284,2019,0,0
1285,2019,0,0
1286,2019,0,0
1287,2019,0,0
1288,2019,0,0
1289,2019,0,0
1290,2019,0,0
1291,2019,0,0
1292,2019,0,0
1293,2019,0,0
1294,2019,0,0
1295,2019,0,0
1296,2019,0,0
1297,2019,0,0
1298,2019,0,0
1299,2019,0,0
1301,2019,0,0
1302,2019,0,0
1303,2019,0,0
1304,2019,0,0
1305,2019,0,0
1306,2019,0,0
1307,2019,0,0
1308,2019,0,0
1309,2019,0,0
1310,2019,0,0
1311,2019,0,0
1313,2019,0,0
1314,2019,0,0
1315,2019,0,0
1316,2019,0,0
1317,2019,0,0
1318,2019,0,0
1320,2019,0,0
1321,2019,0,0
1322,2019,0,0
1323,2019,0,0
1324,2019,0,0
1325,2019,0,0
1326,2019,0,0
1327,2019,0,0
1328,2019,0,0
1329,2019,0,0
1330,2019,0,0
1331,2019,0,0
1332,2019,0,0
1333,2019,0,0
1334,2019,0,0
1335,2019,0,0
1336,2019,0,0
1337,2019,0,0
1338,2019,0,0
1339,2019,0,0
1340,2019,0,0
1341,2019,0,0
1342,2019,0,0
1343,2019,0,0
1344,2019,0,0
1345,2019,0,0
1346,2019,0,0
1347,2019,0,0
1348,2019,0,0
1349,2019,0,0
1350,2019,0,0
1351,2019,0,0
1352,2019,0,0
1353,2019,0,0
1354,2019,0,0
1355,2019,0,0
1356,2019,0,0
1357,2019,0,0
1358,2019,0,0
1359,2019,0,0
1360,2019,0,0
1361,2019,0,0
1362,2019,0,0
1363,2019,0,0
1364,2019,0,0
1365,2019,0,0
1366,2019,0,0
1367,2019,0,0
1368,2019,0,0
1369,2019,0,0
1370,2019,0,0
1371,2019,0,0
1372,2019,0,0
1373,2019,0,0
1374,2019,0,0
1375,2019,0,0
1376,2019,0,0
1377,2019,0,0
1378,2019,0,0
1379,2019,0,0
1380,2019,0,0
1381,2019,0,0
1382,2019,0,0
1383,2019,0,0
1384,2019,0,0
1385,2019,0,0
1386,2019,0,0
1387,2019,0,0
1388,2019,0,0
1389,2019,0,0
1390,2019,0,0
1391,2019,0,0
1392,2019,0,0
1393,2019,0,0
1394,2019,0,0
1395,2019,0,0
1396,2019,0,0
1398,2019,0,0
1400,2019,0,0
1401,2019,0,0
1402,2019,0,0
1403,2019,0,0
1404,2019,0,0
1405,2019,0,0
1406,2019,0,0
1407,2019,0,0
1408,2019,0,0
1409,2019,0,0
1410,2019,0,0
1411,2019,0,0
1412,2019,0,0
1413,2019,0,0
1414,2019,0,0
1416,2019,0,0
1417,2019,0,0
1418,2019,0,0
1419,2019,0,0
1420,2019,0,0
1421,2019,0,0
1422,2019,0,0
1423,2019,0,0
1424,2019,0,0
1425,2019,0,0
1426,2019,0,0
1427,2019,0,0
1428,2019,0,0
1429,2019,0,0
1430,2019,0,0
1431,2019,0,0
1432,2019,0,0
1433,2019,0,0
1434,2019,0,0
1435,2019,0,0
1436,2019,0,0
1437,2019,0,0
1438,2019,0,0
1439,2019,0,0
1440,2019,0,0
1441,2019,0,0
1442,2019,0,0
1443,2019,0,0
1444,2019,0,0
1445,2019,0,0
1446,2019,0,0
1447,2019,0,0
1448,2019,0,0
1449,2019,0,0
1450,2019,0,0
1451,2019,0,0
1452,2019,0,0
1453,2019,0,0
1454,2019,0,0
1455,2019,0,0
1456,2019,0,0
1457,2019,0,0
1458,2019,0,0
1459,2019,0,0
1460,2019,0,0
1461,2019,0,0
1462,2019,0,0
1463,2019,0,0
1464,2019,0,0
1465,2019,0,0
1466,2019,0,0
1467,2019,0,0
1468,2019,0,0
1469,2019,0,0
1470,2019,0,0
1471,2019,0,0
1472,2019,0,0
1473,2019,0,0
1474,2019,0,0
1475,2019,0,0
1476,2019,0,0
1477,2019,0,0
1480,2019,0,0
1481,2019,0,0
1482,2019,0,0
1483,2019,0,0
1484,2019,0,0
1485,2019,0,0
1487,2019,0,0
1488,2019,0,0
1489,2019,0,0
1490,2019,0,0
1491,2019,0,0
1492,2019,0,0
1493,2019,0,0
1494,2019,0,0
1495,2019,0,0
1496,2019,0,0
1497,2019,0,0
1498,2019,0,0
1500,2019,0,0
1501,2019,0,0
1502,2019,0,0
1503,2019,0,0
1504,2019,0,0
1505,2019,0,0
1506,2019,0,0
1507,2019,0,0
1508,2019,0,0
1509,2019,0,0
1510,2019,0,0
1511,2019,0,0
1512,2019,0,0
1513,2019,0,0
1514,2019,0,0
1515,2019,0,0
1516,2019,0,0
1517,2019,0,0
1518,2019,0,0
1519,2019,0,0
1520,2019,0,0
1521,2019,0,0
1522,2019,0,0
1523,2019,0,0
1524,2019,0,0
1525,2019,0,0
1526,2019,0,0
1527,2019,0,0
1528,2019,0,0
1529,2019,0,0
1530,2019,0,0
1531,2019,0,0
1532,2019,0,0
1533,2019,0,0
1534,2019,0,0
1535,2019,0,0
1536,2019,0,0
1538,2019,0,0
1539,2019,0,0
1540,2019,0,0
1541,2019,0,0
1542,2019,0,0
1543,2019,0,0
1544,2019,0,0
1545,2019,0,0
1546,2019,0,0
1547,2019,0,0
1548,2019,0,0
1549,2019,0,0
1550,2019,0,0
1551,2019,0,0
1552,2019,0,0
1553,2019,0,0
1554,2019,0,0
1555,2019,0,0
1556,2019,0,0
1557,2019,0,0
1558,2019,0,0
1559,2019,0,0
1560,2019,0,0
1561,2019,0,0
1562,2019,0,0
1563,2019,0,0
1564,2019,0,0
1565,2019,0,0
1566,2019,0,0
1567,2019,0,0
1569,2019,0,0
1570,2019,0,0
1571,2019,0,0
1572,2019,0,0
1573,2019,0,0
1574,2019,0,0
1575,2019,0,0
1576,2019,0,0
1577,2019,0,0
1578,2019,0,0
1579,2019,0,0
1580,2019,0,0
1581,2019,0,0
1582,2019,0,0
1583,2019,0,0
1584,2019,0,0
1585,2019,0,0
1586,2019,0,0
1587,2019,0,0
1588,2019,0,0
1589,2019,0,0
1590,2019,0,0
1591,2019,0,0
1592,2019,0,0
1593,2019,0,0
1594,2019,0,0
1595,2019,0,0
1596,2019,0,0
1597,2019,0,0
1598,2019,0,0
1599,2019,0,0
1600,2019,0,0
1601,2019,0,0
1602,2019,0,0
1603,2019,0,0
1604,2019,0,0
1605,2019,0,0
1606,2019,0,0
1607,2019,0,0
1608,2019,0,0
1609,2019,0,0
1610,2019,0,0
1611,2019,0,0
1612,2019,0,0
1613,2019,0,0
1614,2019,0,0
1615,2019,0,0
1616,2019,0,0
1617,2019,0,0
1618,2019,0,0
1619,2019,0,0
1620,2019,0,0
1621,2019,0,0
1622,2019,0,0
1623,2019,0,0
1624,2019,0,0
1625,2019,0,0
1626,2019,0,0
1627,2019,0,0
1628,2019,0,0
1629,2019,0,0
1630,2019,0,0
1631,2019,0,0
1632,2019,0,0
1633,2019,0,0
1634,2019,0,0
1635,2019,0,0
1636,2019,0,0
1637,2019,0,0
1638,2019,0,0
1639,2019,0,0
1640,2019,0,0
1641,2019,0,0
1642,2019,0,0
1643,2019,0,0
1644,2019,0,0
1645,2019,0,0
1647,2019,0,0
1648,2019,0,0
1649,2019,0,0
1650,2019,0,0
1651,2019,0,0
1652,2019,0,0
1653,2019,0,0
1654,2019,0,0
1655,2019,0,0
1656,2019,0,0
1657,2019,0,0
1658,2019,0,0
1659,2019,0,0
1660,2019,0,0
1661,2019,0,0
1662,2019,0,0
1663,2019,0,0
1664,2019,0,0
1665,2019,0,0
1666,2019,0,0
1667,2019,0,0
1668,2019,0,0
1669,2019,0,0
1670,2019,0,0
1671,2019,0,0
1672,2019,0,0
1674,2019,0,0
1675,2019,0,0
1677,2019,0,0
1678,2019,0,0
1679,2019,0,0
1680,2019,0,0
1681,2019,0,0
1682,2019,0,0
1683,2019,0,0
1684,2019,0,0
1686,2019,0,0
1687,2019,0,0
1688,2019,0,0
1689,2019,0,0
1690,2019,0,0
1691,2019,0,0
1692,2019,0,0
1693,2019,0,0
1694,2019,0,0
1695,2019,0,0
1696,2019,0,0
1697,2019,0,0
1698,2019,0,0
1699,2019,0,0
1700,2019,0,0
1701,2019,0,0
1702,2019,0,0
1703,2019,0,0
1704,2019,0,0
1705,2019,0,0
1706,2019,0,0
1709,2019,0,0
1710,2019,0,0
1711,2019,0,0
1712,2019,0,0
1713,2019,0,0
1714,2019,0,0
1715,2019,0,0
1716,2019,0,0
1717,2019,0,0
1718,2019,0,0
1719,2019,0,0
1720,2019,0,0
1721,2019,0,0
1722,2019,0,0
1723,2019,0,0
1724,2019,0,0
1725,2019,0,0
1726,2019,0,0
1727,2019,0,0
1728,2019,0,0
1729,2019,0,0
1730,2019,0,0
1731,2019,0,0
1732,2019,0,0
1733,2019,0,0
1734,2019,0,0
1735,2019,0,0
1737,2019,0,0
1738,2019,0,0
1739,2019,0,0
1740,2019,0,0
1741,2019,0,0
1742,2019,0,0
1743,2019,0,0
1744,2019,0,0
1745,2019,0,0
1746,2019,0,0
1747,2019,0,0
1748,2019,0,0
1749,2019,0,0
1750,2019,0,0
1751,2019,0,0
1752,2019,0,0
1753,2019,0,0
1754,2019,0,0
1755,2019,0,0
1756,2019,0,0
1758,2019,0,0
1760,2019,0,0
1761,2019,0,0
1762,2019,0,0
1764,2019,0,0
1765,2019,0,0
1766,2019,0,0
1767,2019,0,0
1770,2019,0,0
1771,2019,0,0
1772,2019,0,0
1773,2019,0,0
1774,2019,0,0
1775,2019,0,0
1776,2019,0,0
1777,2019,0,0
1778,2019,0,0
1779,2019,0,0
1781,2019,0,0
1782,2019,0,0
1783,2019,0,0
1784,2019,0,0
1785,2019,0,0
1786,2019,0,0
1787,2019,0,0
1788,2019,0,0
1790,2019,0,0
1791,2019,0,0
1793,2019,0,0
1794,2019,0,0
1795,2019,0,0
1796,2019,0,0
1797,2019,0,0
1798,2019,0,0
1799,2019,0,0
1800,2019,0,0
1801,2019,0,0
1802,2019,0,0
